iteration	loss	baseline	error	formula	error	
1	0.49078733	0.68418831	0.68418831	0.00053272	(-2.5066*sin((((0.3364*(exp(x0))+-0.0622*(exp(x1))+-0.0238*(exp(x2))+0.0704*(exp(x3))+-0.0208*(exp(x4))+-0.0116*(exp(x5))+-0.0049))+((0.0663*((x0)**2)+-0.1189*((x1)**2)+-0.1713*((x2)**2)+-0.2996*((x3)**2)+-0.1753*((x4)**2)+-0.1884*((x5)**2)+0.2420))))+2.8334)	
2	3.27145648	0.68564403	0.71330327	0.00053272	(-2.5066*sin((((0.3364*(exp(x0))+-0.0622*(exp(x1))+-0.0238*(exp(x2))+0.0704*(exp(x3))+-0.0208*(exp(x4))+-0.0116*(exp(x5))+-0.0049))+((0.0663*((x0)**2)+-0.1189*((x1)**2)+-0.1713*((x2)**2)+-0.2996*((x3)**2)+-0.1753*((x4)**2)+-0.1884*((x5)**2)+0.2420))))+2.8334)	
3	0.53104335	0.68949223	0.76260817	0.00053272	(-2.5066*sin((((0.3364*(exp(x0))+-0.0622*(exp(x1))+-0.0238*(exp(x2))+0.0704*(exp(x3))+-0.0208*(exp(x4))+-0.0116*(exp(x5))+-0.0049))+((0.0663*((x0)**2)+-0.1189*((x1)**2)+-0.1713*((x2)**2)+-0.2996*((x3)**2)+-0.1753*((x4)**2)+-0.1884*((x5)**2)+0.2420))))+2.8334)	
4	0.81658077	0.69041336	0.70791477	0.00046271	(-2.4745*cos((((-0.2051*(exp(x0))+0.1440*(exp(x1))+0.0756*(exp(x2))+0.1314*(exp(x3))+0.0404*(exp(x4))+0.0930*(exp(x5))+0.0876))-((-0.3839*((x0)**2)+-0.0065*((x1)**2)+-0.0992*((x2)**2)+-0.0243*((x3)**2)+-0.1466*((x4)**2)+-0.0764*((x5)**2)+0.0020))))+2.4665)	
5	2.53855014	0.68827999	0.64774650	0.00046271	(-2.4745*cos((((-0.2051*(exp(x0))+0.1440*(exp(x1))+0.0756*(exp(x2))+0.1314*(exp(x3))+0.0404*(exp(x4))+0.0930*(exp(x5))+0.0876))-((-0.3839*((x0)**2)+-0.0065*((x1)**2)+-0.0992*((x2)**2)+-0.0243*((x3)**2)+-0.1466*((x4)**2)+-0.0764*((x5)**2)+0.0020))))+2.4665)	
6	2.55043292	0.68646455	0.65197152	0.00039795	(2.0302*cos((((0.2370*((x0)**2)+-0.2516*((x1)**2)+-0.2514*((x2)**2)+-0.2513*((x3)**2)+-0.2510*((x4)**2)+-0.2509*((x5)**2)+0.2283))-((-0.3455*(1)+-0.4426*(1)+-0.4511*(1)+-0.3259*(1)+-0.2877*(1)+-0.2664*(1)+-0.3470))))+2.7095)	
7	2.07220888	0.68114477	0.58006883	0.00039795	(2.0302*cos((((0.2370*((x0)**2)+-0.2516*((x1)**2)+-0.2514*((x2)**2)+-0.2513*((x3)**2)+-0.2510*((x4)**2)+-0.2509*((x5)**2)+0.2283))-((-0.3455*(1)+-0.4426*(1)+-0.4511*(1)+-0.3259*(1)+-0.2877*(1)+-0.2664*(1)+-0.3470))))+2.7095)	
8	1.24923551	0.67739153	0.60608047	0.00039795	(2.0302*cos((((0.2370*((x0)**2)+-0.2516*((x1)**2)+-0.2514*((x2)**2)+-0.2513*((x3)**2)+-0.2510*((x4)**2)+-0.2509*((x5)**2)+0.2283))-((-0.3455*(1)+-0.4426*(1)+-0.4511*(1)+-0.3259*(1)+-0.2877*(1)+-0.2664*(1)+-0.3470))))+2.7095)	
9	2.64001012	0.67653668	0.66029429	0.00039795	(2.0302*cos((((0.2370*((x0)**2)+-0.2516*((x1)**2)+-0.2514*((x2)**2)+-0.2513*((x3)**2)+-0.2510*((x4)**2)+-0.2509*((x5)**2)+0.2283))-((-0.3455*(1)+-0.4426*(1)+-0.4511*(1)+-0.3259*(1)+-0.2877*(1)+-0.2664*(1)+-0.3470))))+2.7095)	
10	2.91737652	0.67480963	0.64199513	0.00039795	(2.0302*cos((((0.2370*((x0)**2)+-0.2516*((x1)**2)+-0.2514*((x2)**2)+-0.2513*((x3)**2)+-0.2510*((x4)**2)+-0.2509*((x5)**2)+0.2283))-((-0.3455*(1)+-0.4426*(1)+-0.4511*(1)+-0.3259*(1)+-0.2877*(1)+-0.2664*(1)+-0.3470))))+2.7095)	
11	1.76632690	0.67227781	0.62417310	0.00039795	(2.0302*cos((((0.2370*((x0)**2)+-0.2516*((x1)**2)+-0.2514*((x2)**2)+-0.2513*((x3)**2)+-0.2510*((x4)**2)+-0.2509*((x5)**2)+0.2283))-((-0.3455*(1)+-0.4426*(1)+-0.4511*(1)+-0.3259*(1)+-0.2877*(1)+-0.2664*(1)+-0.3470))))+2.7095)	
12	2.04782104	0.66526502	0.53202313	0.00039795	(2.0302*cos((((0.2370*((x0)**2)+-0.2516*((x1)**2)+-0.2514*((x2)**2)+-0.2513*((x3)**2)+-0.2510*((x4)**2)+-0.2509*((x5)**2)+0.2283))-((-0.3455*(1)+-0.4426*(1)+-0.4511*(1)+-0.3259*(1)+-0.2877*(1)+-0.2664*(1)+-0.3470))))+2.7095)	
13	3.01377392	0.66167277	0.59342080	0.00039795	(2.0302*cos((((0.2370*((x0)**2)+-0.2516*((x1)**2)+-0.2514*((x2)**2)+-0.2513*((x3)**2)+-0.2510*((x4)**2)+-0.2509*((x5)**2)+0.2283))-((-0.3455*(1)+-0.4426*(1)+-0.4511*(1)+-0.3259*(1)+-0.2877*(1)+-0.2664*(1)+-0.3470))))+2.7095)	
14	0.32609811	0.67023313	0.83287972	0.00003015	(0.4985*(((0.0404*((x0)**2)+0.4753*((x1)**2)+0.4753*((x2)**2)+0.4753*((x3)**2)+0.4753*((x4)**2)+0.4752*((x5)**2)+-0.0400))*((0.4130*(1)+0.2186*(1)+0.3579*(1)+0.3518*(1)+0.3812*(1)+0.2137*(1)+0.1745)))+-0.0003)	
15	0.56105942	0.67570823	0.77973437	0.00002827	(0.8261*(((0.0249*(1)+0.0672*(1)+0.0483*(1)+-0.0254*(1)+-0.0980*(1)+0.0385*(1)+0.0384))-((-0.0498*((x0)**2)+-0.6052*((x1)**2)+-0.6052*((x2)**2)+-0.6052*((x3)**2)+-0.6052*((x4)**2)+-0.6052*((x5)**2)+-0.0220)))+-0.1368)	
16	1.65870500	0.67207825	0.60310894	0.00002827	(0.8261*(((0.0249*(1)+0.0672*(1)+0.0483*(1)+-0.0254*(1)+-0.0980*(1)+0.0385*(1)+0.0384))-((-0.0498*((x0)**2)+-0.6052*((x1)**2)+-0.6052*((x2)**2)+-0.6052*((x3)**2)+-0.6052*((x4)**2)+-0.6052*((x5)**2)+-0.0220)))+-0.1368)	
17	0.99865466	0.66859090	0.60233164	0.00002827	(0.8261*(((0.0249*(1)+0.0672*(1)+0.0483*(1)+-0.0254*(1)+-0.0980*(1)+0.0385*(1)+0.0384))-((-0.0498*((x0)**2)+-0.6052*((x1)**2)+-0.6052*((x2)**2)+-0.6052*((x3)**2)+-0.6052*((x4)**2)+-0.6052*((x5)**2)+-0.0220)))+-0.1368)	
18	1.16059971	0.66373909	0.57155466	0.00002827	(0.8261*(((0.0249*(1)+0.0672*(1)+0.0483*(1)+-0.0254*(1)+-0.0980*(1)+0.0385*(1)+0.0384))-((-0.0498*((x0)**2)+-0.6052*((x1)**2)+-0.6052*((x2)**2)+-0.6052*((x3)**2)+-0.6052*((x4)**2)+-0.6052*((x5)**2)+-0.0220)))+-0.1368)	
19	2.99400783	0.66478527	0.68466324	0.00002827	(0.8261*(((0.0249*(1)+0.0672*(1)+0.0483*(1)+-0.0254*(1)+-0.0980*(1)+0.0385*(1)+0.0384))-((-0.0498*((x0)**2)+-0.6052*((x1)**2)+-0.6052*((x2)**2)+-0.6052*((x3)**2)+-0.6052*((x4)**2)+-0.6052*((x5)**2)+-0.0220)))+-0.1368)	
20	3.04404831	0.66035020	0.57608306	0.00002827	(0.8261*(((0.0249*(1)+0.0672*(1)+0.0483*(1)+-0.0254*(1)+-0.0980*(1)+0.0385*(1)+0.0384))-((-0.0498*((x0)**2)+-0.6052*((x1)**2)+-0.6052*((x2)**2)+-0.6052*((x3)**2)+-0.6052*((x4)**2)+-0.6052*((x5)**2)+-0.0220)))+-0.1368)	
666	0	0	1-2-3-2-	0.00002827	(0.8261*(((0.0249*(1)+0.0672*(1)+0.0483*(1)+-0.0254*(1)+-0.0980*(1)+0.0385*(1)+0.0384))-((-0.0498*((x0)**2)+-0.6052*((x1)**2)+-0.6052*((x2)**2)+-0.6052*((x3)**2)+-0.6052*((x4)**2)+-0.6052*((x5)**2)+-0.0220)))+-0.1368)	
666	0	0	3-0-1-2-	0.00002985	(-0.8512*(((0.0908*((x0)**2)+-0.5874*((x1)**2)+-0.5874*((x2)**2)+-0.5874*((x3)**2)+-0.5874*((x4)**2)+-0.5874*((x5)**2)+-0.0214))+((0.0791*(1)+0.0842*(1)+-0.1246*(1)+-0.0117*(1)+-0.0087*(1)+0.0306*(1)+-0.0289)))+0.0763)	
666	0	0	3-1-1-2-	0.00003015	(0.4985*(((0.0404*((x0)**2)+0.4753*((x1)**2)+0.4753*((x2)**2)+0.4753*((x3)**2)+0.4753*((x4)**2)+0.4752*((x5)**2)+-0.0400))*((0.4130*(1)+0.2186*(1)+0.3579*(1)+0.3518*(1)+0.3812*(1)+0.2137*(1)+0.1745)))+-0.0003)	
666	0	0	3-2-1-8-	0.00039795	(2.0302*cos((((0.2370*((x0)**2)+-0.2516*((x1)**2)+-0.2514*((x2)**2)+-0.2513*((x3)**2)+-0.2510*((x4)**2)+-0.2509*((x5)**2)+0.2283))-((-0.3455*(1)+-0.4426*(1)+-0.4511*(1)+-0.3259*(1)+-0.2877*(1)+-0.2664*(1)+-0.3470))))+2.7095)	
666	0	0	6-2-3-8-	0.00046271	(-2.4745*cos((((-0.2051*(exp(x0))+0.1440*(exp(x1))+0.0756*(exp(x2))+0.1314*(exp(x3))+0.0404*(exp(x4))+0.0930*(exp(x5))+0.0876))-((-0.3839*((x0)**2)+-0.0065*((x1)**2)+-0.0992*((x2)**2)+-0.0243*((x3)**2)+-0.1466*((x4)**2)+-0.0764*((x5)**2)+0.0020))))+2.4665)	
666	0	0	6-0-3-7-	0.00053272	(-2.5066*sin((((0.3364*(exp(x0))+-0.0622*(exp(x1))+-0.0238*(exp(x2))+0.0704*(exp(x3))+-0.0208*(exp(x4))+-0.0116*(exp(x5))+-0.0049))+((0.0663*((x0)**2)+-0.1189*((x1)**2)+-0.1713*((x2)**2)+-0.2996*((x3)**2)+-0.1753*((x4)**2)+-0.1884*((x5)**2)+0.2420))))+2.8334)	
666	0	0	8-2-8-7-	0.00055394	(2.4194*sin((((0.4992*(cos(x0))+0.1738*(cos(x1))+0.2735*(cos(x2))+0.1722*(cos(x3))+0.1841*(cos(x4))+0.3824*(cos(x5))+0.7034))-((-0.5698*(cos(x0))+-0.3389*(cos(x1))+-0.2385*(cos(x2))+-0.3398*(cos(x3))+-0.3277*(cos(x4))+-0.1301*(cos(x5))+-0.7079))))+3.0556)	
666	0	0	4-0-5-2-	0.00088660	(0.6209*(((0.1838*((x0)**3)+1.0807*((x1)**3)+1.0442*((x2)**3)+0.9952*((x3)**3)+1.0344*((x4)**3)+1.1536*((x5)**3)+0.1531))+((0.2399*((x0)**4)+-0.4138*((x1)**4)+-0.3649*((x2)**4)+-0.3309*((x3)**4)+-0.3729*((x4)**4)+-0.4613*((x5)**4)+-0.0924)))+0.1301)	
666	0	0	3-2-2-3-	0.00108204	(0.2496*((((-0.2438*((x0)**2)+-0.1099*((x1)**2)+-0.1483*((x2)**2)+-0.0936*((x3)**2)+-0.0826*((x4)**2)+-0.1350*((x5)**2)+-0.2214))-((0.0724*(x0)+0.3938*(x1)+0.3191*(x2)+0.4216*(x3)+0.4385*(x4)+0.3295*(x5)+0.3089))))**2+-0.2522)	
666	0	0	1-0-2-4-	0.00205913	(0.2687*((((0.0700*(1)+0.1015*(1)+0.0188*(1)+0.0575*(1)+0.2182*(1)+0.1378*(1)+-0.0167))+((0.0958*(x0)+0.2913*(x1)+0.2924*(x2)+0.2916*(x3)+0.2927*(x4)+0.2917*(x5)+-0.0780))))**3+0.1363)	
