iteration	loss	baseline	error	formula	error	
1	1.10383093	0.69702572	0.69702572	0.00187507	(((0.7423*cos((((-0.3815*((x0)**3)+0.1366*((x1)**3)+0.1261*((x2)**3)+0.1461*((x3)**3)+0.1564*((x4)**3)+0.1417*((x5)**3)+-0.3241))-((0.4661*(x0)+0.1717*(x1)+0.1064*(x2)+0.1868*(x3)+0.1749*(x4)+0.1928*(x5)+0.4093))))+0.6330))-((-0.3029*(((0.5470*(sin(x0))+2.0047*(sin(x1))+1.9700*(sin(x2))+1.9622*(sin(x3))+1.9983*(sin(x4))+1.9730*(sin(x5))+0.5700))+((0.1589*(cos(x0))+-1.8692*(cos(x1))+-1.8946*(cos(x2))+-1.8959*(cos(x3))+-1.8106*(cos(x4))+-1.9444*(cos(x5))+0.3355)))+-0.5473)))	
2	0.80602533	0.70400119	0.83653527	0.00187507	(((0.7423*cos((((-0.3815*((x0)**3)+0.1366*((x1)**3)+0.1261*((x2)**3)+0.1461*((x3)**3)+0.1564*((x4)**3)+0.1417*((x5)**3)+-0.3241))-((0.4661*(x0)+0.1717*(x1)+0.1064*(x2)+0.1868*(x3)+0.1749*(x4)+0.1928*(x5)+0.4093))))+0.6330))-((-0.3029*(((0.5470*(sin(x0))+2.0047*(sin(x1))+1.9700*(sin(x2))+1.9622*(sin(x3))+1.9983*(sin(x4))+1.9730*(sin(x5))+0.5700))+((0.1589*(cos(x0))+-1.8692*(cos(x1))+-1.8946*(cos(x2))+-1.8959*(cos(x3))+-1.8106*(cos(x4))+-1.9444*(cos(x5))+0.3355)))+-0.5473)))	
3	2.96555972	0.70384443	0.70086545	0.00187507	(((0.7423*cos((((-0.3815*((x0)**3)+0.1366*((x1)**3)+0.1261*((x2)**3)+0.1461*((x3)**3)+0.1564*((x4)**3)+0.1417*((x5)**3)+-0.3241))-((0.4661*(x0)+0.1717*(x1)+0.1064*(x2)+0.1868*(x3)+0.1749*(x4)+0.1928*(x5)+0.4093))))+0.6330))-((-0.3029*(((0.5470*(sin(x0))+2.0047*(sin(x1))+1.9700*(sin(x2))+1.9622*(sin(x3))+1.9983*(sin(x4))+1.9730*(sin(x5))+0.5700))+((0.1589*(cos(x0))+-1.8692*(cos(x1))+-1.8946*(cos(x2))+-1.8959*(cos(x3))+-1.8106*(cos(x4))+-1.9444*(cos(x5))+0.3355)))+-0.5473)))	
4	1.05681956	0.70470721	0.72110063	0.00187507	(((0.7423*cos((((-0.3815*((x0)**3)+0.1366*((x1)**3)+0.1261*((x2)**3)+0.1461*((x3)**3)+0.1564*((x4)**3)+0.1417*((x5)**3)+-0.3241))-((0.4661*(x0)+0.1717*(x1)+0.1064*(x2)+0.1868*(x3)+0.1749*(x4)+0.1928*(x5)+0.4093))))+0.6330))-((-0.3029*(((0.5470*(sin(x0))+2.0047*(sin(x1))+1.9700*(sin(x2))+1.9622*(sin(x3))+1.9983*(sin(x4))+1.9730*(sin(x5))+0.5700))+((0.1589*(cos(x0))+-1.8692*(cos(x1))+-1.8946*(cos(x2))+-1.8959*(cos(x3))+-1.8106*(cos(x4))+-1.9444*(cos(x5))+0.3355)))+-0.5473)))	
5	2.51425028	0.70673752	0.74531370	0.00003641	(((-0.0235*((((0.1353*(cos(x0))+0.0206*(cos(x1))+0.0046*(cos(x2))+0.1003*(cos(x3))+-0.0099*(cos(x4))+-0.0014*(cos(x5))+-0.0012))*((0.0152*((x0)**4)+0.0044*((x1)**4)+-0.1157*((x2)**4)+-0.0890*((x3)**4)+0.1865*((x4)**4)+0.0501*((x5)**4)+-0.0878))))**4+1.4054))*((0.9559*(((0.0011*((x0)**2)+0.2221*((x1)**2)+0.2589*((x2)**2)+0.2097*((x3)**2)+0.1659*((x4)**2)+0.1441*((x5)**2)+-0.2617))+((-0.1871*((x0)**2)+0.1501*((x1)**2)+0.1133*((x2)**2)+0.1624*((x3)**2)+0.2062*((x4)**2)+0.2281*((x5)**2)+-0.1239)))+0.5465)))	
666	0	0	8-1-5-5-1-3-0-3-2-	0.00003641	(((-0.0235*((((0.1353*(cos(x0))+0.0206*(cos(x1))+0.0046*(cos(x2))+0.1003*(cos(x3))+-0.0099*(cos(x4))+-0.0014*(cos(x5))+-0.0012))*((0.0152*((x0)**4)+0.0044*((x1)**4)+-0.1157*((x2)**4)+-0.0890*((x3)**4)+0.1865*((x4)**4)+0.0501*((x5)**4)+-0.0878))))**4+1.4054))*((0.9559*(((0.0011*((x0)**2)+0.2221*((x1)**2)+0.2589*((x2)**2)+0.2097*((x3)**2)+0.1659*((x4)**2)+0.1441*((x5)**2)+-0.2617))+((-0.1871*((x0)**2)+0.1501*((x1)**2)+0.1133*((x2)**2)+0.1624*((x3)**2)+0.2062*((x4)**2)+0.2281*((x5)**2)+-0.1239)))+0.5465)))	
666	0	0	4-2-2-8-2-7-0-8-2-	0.00187507	(((0.7423*cos((((-0.3815*((x0)**3)+0.1366*((x1)**3)+0.1261*((x2)**3)+0.1461*((x3)**3)+0.1564*((x4)**3)+0.1417*((x5)**3)+-0.3241))-((0.4661*(x0)+0.1717*(x1)+0.1064*(x2)+0.1868*(x3)+0.1749*(x4)+0.1928*(x5)+0.4093))))+0.6330))-((-0.3029*(((0.5470*(sin(x0))+2.0047*(sin(x1))+1.9700*(sin(x2))+1.9622*(sin(x3))+1.9983*(sin(x4))+1.9730*(sin(x5))+0.5700))+((0.1589*(cos(x0))+-1.8692*(cos(x1))+-1.8946*(cos(x2))+-1.8959*(cos(x3))+-1.8106*(cos(x4))+-1.9444*(cos(x5))+0.3355)))+-0.5473)))	
666	0	0	7-1-2-5-0-2-2-5-2-	0.00269006	(((-0.0133*((((-0.1885*(sin(x0))+0.0534*(sin(x1))+-0.0254*(sin(x2))+-0.0172*(sin(x3))+0.0107*(sin(x4))+0.1369*(sin(x5))+-0.0280))*((0.1991*(x0)+0.2126*(x1)+-0.0663*(x2)+0.0090*(x3)+-0.0245*(x4)+-0.1904*(x5)+0.0757))))**4+-0.2942))+((0.7780*(((-0.1490*(x0)+0.6450*(x1)+0.6432*(x2)+0.7355*(x3)+0.6973*(x4)+0.6429*(x5)+-0.0936))-((-0.0577*((x0)**4)+-0.1658*((x1)**4)+-0.1621*((x2)**4)+-0.1427*((x3)**4)+-0.1383*((x4)**4)+-0.1636*((x5)**4)+0.1678)))+-0.1868)))	
666	0	0	1-0-2-4-0-1-0-0-6-	0.00290465	(((0.2265*((((-0.2024*(1)+-0.0123*(1)+-0.0073*(1)+0.0739*(1)+0.0064*(1)+0.1398*(1)+0.1008))+((0.2609*(x0)+0.3262*(x1)+0.3323*(x2)+0.3305*(x3)+0.3308*(x4)+0.3307*(x5)+0.1071))))**3+0.0104))+((0.1612*exp((((0.0620*(1)+0.2050*(1)+0.0457*(1)+0.0513*(1)+0.0750*(1)+0.1079*(1)+0.0069))+((0.0532*(0)+0.0953*(0)+0.0554*(0)+0.0739*(0)+0.1004*(0)+-0.1181*(0)+0.0164))))+0.0603)))	
666	0	0	3-0-7-4-2-3-1-4-6-	0.01077248	(((0.2583*((((0.2098*((x0)**2)+0.1681*((x1)**2)+0.0736*((x2)**2)+0.1365*((x3)**2)+0.1393*((x4)**2)+0.1514*((x5)**2)+0.0508))+((0.1708*(sin(x0))+0.0600*(sin(x1))+0.3488*(sin(x2))+0.1256*(sin(x3))+0.1261*(sin(x4))+0.1084*(sin(x5))+0.1434))))**3+0.2628))-((-0.2624*exp((((0.1238*((x0)**2)+0.0277*((x1)**2)+0.0793*((x2)**2)+0.1893*((x3)**2)+0.2223*((x4)**2)+0.0206*((x5)**2)+0.0779))*((0.1545*((x0)**3)+-0.0335*((x1)**3)+0.0688*((x2)**3)+0.0249*((x3)**3)+-0.0186*((x4)**3)+0.0245*((x5)**3)+0.1878))))+-0.1841)))	
