iteration	loss	baseline	error	formula	error	
1	0.85394633	0.81933230	0.81933230	0.00121475	(((0.0535*cos((((-0.0928*((x0)**4)+0.0399*((x1)**4)+-0.0980*((x2)**4)+0.0297*((x3)**4)+0.1028*((x4)**4)+-0.0206*((x5)**4)+-0.0124))*((-0.0099*(0)+-0.0599*(0)+0.0245*(0)+-0.0253*(0)+0.1700*(0)+-0.1281*(0)+-0.0090))))+0.0371))+((0.3883*((((-0.2950*((x0)**4)+0.0568*((x1)**4)+0.0514*((x2)**4)+0.0575*((x3)**4)+0.0535*((x4)**4)+0.0339*((x5)**4)+-0.2506))-((0.1846*((x0)**2)+0.3786*((x1)**2)+0.3671*((x2)**2)+0.3803*((x3)**2)+0.3730*((x4)**2)+0.3320*((x5)**2)+0.1451))))**2+0.0737)))	
2	4.14922571	0.81405687	0.71382409	0.00121475	(((0.0535*cos((((-0.0928*((x0)**4)+0.0399*((x1)**4)+-0.0980*((x2)**4)+0.0297*((x3)**4)+0.1028*((x4)**4)+-0.0206*((x5)**4)+-0.0124))*((-0.0099*(0)+-0.0599*(0)+0.0245*(0)+-0.0253*(0)+0.1700*(0)+-0.1281*(0)+-0.0090))))+0.0371))+((0.3883*((((-0.2950*((x0)**4)+0.0568*((x1)**4)+0.0514*((x2)**4)+0.0575*((x3)**4)+0.0535*((x4)**4)+0.0339*((x5)**4)+-0.2506))-((0.1846*((x0)**2)+0.3786*((x1)**2)+0.3671*((x2)**2)+0.3803*((x3)**2)+0.3730*((x4)**2)+0.3320*((x5)**2)+0.1451))))**2+0.0737)))	
3	1.35015666	0.81071925	0.74730533	0.00021940	(((-1.4271*cos((((0.2726*(exp(x0))+-0.1322*(exp(x1))+-0.1318*(exp(x2))+-0.1320*(exp(x3))+-0.1318*(exp(x4))+-0.1320*(exp(x5))+-0.0315))-((0.0572*(1)+0.1033*(1)+0.0167*(1)+0.1900*(1)+0.1585*(1)+0.0523*(1)+-0.1477))))+1.3502))*((0.0384*((((0.0709*(1)+0.1852*(1)+0.1391*(1)+0.2289*(1)+-0.0527*(1)+-0.0843*(1)+-0.0376))-((0.1044*(x0)+0.1619*(x1)+-0.1975*(x2)+0.0628*(x3)+-0.1212*(x4)+0.0270*(x5)+0.0510))))**4+1.9678)))	
4	1.78420436	0.80280888	0.65251184	0.00002902	(((0.9428*(((-0.0278*(0)+0.0403*(0)+0.1027*(0)+0.0038*(0)+0.0096*(0)+0.0480*(0)+0.1285))+((-0.0544*((x0)**2)+0.5303*((x1)**2)+0.5303*((x2)**2)+0.5303*((x3)**2)+0.5303*((x4)**2)+0.5303*((x5)**2)+-0.1912)))+-0.0456))-((-0.0618*(1)+-0.0941)))	
5	1.86042976	0.79972941	0.74122000	0.00002902	(((0.9428*(((-0.0278*(0)+0.0403*(0)+0.1027*(0)+0.0038*(0)+0.0096*(0)+0.0480*(0)+0.1285))+((-0.0544*((x0)**2)+0.5303*((x1)**2)+0.5303*((x2)**2)+0.5303*((x3)**2)+0.5303*((x4)**2)+0.5303*((x5)**2)+-0.1912)))+-0.0456))-((-0.0618*(1)+-0.0941)))	
666	0	0	0-0-3-2-2-0-2-7-1-	0.00002902	(((0.9428*(((-0.0278*(0)+0.0403*(0)+0.1027*(0)+0.0038*(0)+0.0096*(0)+0.0480*(0)+0.1285))+((-0.0544*((x0)**2)+0.5303*((x1)**2)+0.5303*((x2)**2)+0.5303*((x3)**2)+0.5303*((x4)**2)+0.5303*((x5)**2)+-0.1912)))+-0.0456))-((-0.0618*(1)+-0.0941)))	
666	0	0	6-2-1-8-1-1-2-2-5-	0.00021940	(((-1.4271*cos((((0.2726*(exp(x0))+-0.1322*(exp(x1))+-0.1318*(exp(x2))+-0.1320*(exp(x3))+-0.1318*(exp(x4))+-0.1320*(exp(x5))+-0.0315))-((0.0572*(1)+0.1033*(1)+0.0167*(1)+0.1900*(1)+0.1585*(1)+0.0523*(1)+-0.1477))))+1.3502))*((0.0384*((((0.0709*(1)+0.1852*(1)+0.1391*(1)+0.2289*(1)+-0.0527*(1)+-0.0843*(1)+-0.0376))-((0.1044*(x0)+0.1619*(x1)+-0.1975*(x2)+0.0628*(x3)+-0.1212*(x4)+0.0270*(x5)+0.0510))))**4+1.9678)))	
666	0	0	5-1-0-8-0-5-2-3-3-	0.00121475	(((0.0535*cos((((-0.0928*((x0)**4)+0.0399*((x1)**4)+-0.0980*((x2)**4)+0.0297*((x3)**4)+0.1028*((x4)**4)+-0.0206*((x5)**4)+-0.0124))*((-0.0099*(0)+-0.0599*(0)+0.0245*(0)+-0.0253*(0)+0.1700*(0)+-0.1281*(0)+-0.0090))))+0.0371))+((0.3883*((((-0.2950*((x0)**4)+0.0568*((x1)**4)+0.0514*((x2)**4)+0.0575*((x3)**4)+0.0535*((x4)**4)+0.0339*((x5)**4)+-0.2506))-((0.1846*((x0)**2)+0.3786*((x1)**2)+0.3671*((x2)**2)+0.3803*((x3)**2)+0.3730*((x4)**2)+0.3320*((x5)**2)+0.1451))))**2+0.0737)))	
666	0	0	0-2-3-7-2-1-0-2-1-	0.00184954	(((1.8343*sin((((0.1401*(0)+-0.2172*(0)+-0.0990*(0)+0.0881*(0)+-0.1344*(0)+0.0804*(0)+-0.5161))-((0.4738*((x0)**2)+-0.2809*((x1)**2)+-0.2807*((x2)**2)+-0.2819*((x3)**2)+-0.2825*((x4)**2)+-0.2794*((x5)**2)+0.5456))))+1.0145))-((-0.9287*(1)+-0.7956)))	
666	0	0	4-2-7-5-0-3-1-8-7-	0.00193370	(((0.0527*((((-0.0587*((x0)**3)+0.1237*((x1)**3)+0.3619*((x2)**3)+0.3685*((x3)**3)+0.2019*((x4)**3)+0.2387*((x5)**3)+-0.0969))-((0.2174*(sin(x0))+0.1495*(sin(x1))+0.1786*(sin(x2))+-0.1385*(sin(x3))+0.0733*(sin(x4))+0.2014*(sin(x5))+0.1285))))**4+0.8571))+((-1.6168*sin((((0.7182*((x0)**2)+-0.3695*((x1)**2)+-0.3455*((x2)**2)+-0.3573*((x3)**2)+-0.3643*((x4)**2)+-0.3720*((x5)**2)+0.5973))*((0.6274*(cos(x0))+-0.1664*(cos(x1))+-0.2524*(cos(x2))+-0.1890*(cos(x3))+-0.1740*(cos(x4))+-0.1382*(cos(x5))+1.0012))))+0.9828)))	
