iteration	loss	baseline	error	formula	error	
1	0.23456807	0.82127565	0.82127565	0.00471591	(((-0.1609*((((-0.2670*(cos(x0))+-0.0718*(cos(x1))+-0.0150*(cos(x2))+-0.1337*(cos(x3))+-0.1190*(cos(x4))+0.0678*(cos(x5))+-0.4395))*((0.0139*(exp(x0))+0.2716*(exp(x1))+0.1935*(exp(x2))+0.3510*(exp(x3))+0.3351*(exp(x4))+0.0811*(exp(x5))+-0.0073))))**3+0.0670))+((-0.0087*(0)+0.0038)))	
2	5.99553442	0.81093800	0.61452216	0.00127424	(((0.0549*(1)+-0.1027))-((-0.3701*((((0.3129*(cos(x0))+-0.0850*(cos(x1))+0.0248*(cos(x2))+0.0050*(cos(x3))+-0.1403*(cos(x4))+-0.1097*(cos(x5))+-0.0188))-((-0.1093*(x0)+-0.4586*(x1)+-0.5505*(x2)+-0.5319*(x3)+-0.4125*(x4)+-0.4378*(x5)+-0.0703))))**2+-0.1315)))	
3	2.44183207	0.80279845	0.64814663	0.00127424	(((0.0549*(1)+-0.1027))-((-0.3701*((((0.3129*(cos(x0))+-0.0850*(cos(x1))+0.0248*(cos(x2))+0.0050*(cos(x3))+-0.1403*(cos(x4))+-0.1097*(cos(x5))+-0.0188))-((-0.1093*(x0)+-0.4586*(x1)+-0.5505*(x2)+-0.5319*(x3)+-0.4125*(x4)+-0.4378*(x5)+-0.0703))))**2+-0.1315)))	
4	0.34717456	0.79487067	0.64424294	0.00127424	(((0.0549*(1)+-0.1027))-((-0.3701*((((0.3129*(cos(x0))+-0.0850*(cos(x1))+0.0248*(cos(x2))+0.0050*(cos(x3))+-0.1403*(cos(x4))+-0.1097*(cos(x5))+-0.0188))-((-0.1093*(x0)+-0.4586*(x1)+-0.5505*(x2)+-0.5319*(x3)+-0.4125*(x4)+-0.4378*(x5)+-0.0703))))**2+-0.1315)))	
5	1.07165611	0.79385674	0.77459222	0.00127424	(((0.0549*(1)+-0.1027))-((-0.3701*((((0.3129*(cos(x0))+-0.0850*(cos(x1))+0.0248*(cos(x2))+0.0050*(cos(x3))+-0.1403*(cos(x4))+-0.1097*(cos(x5))+-0.0188))-((-0.1093*(x0)+-0.4586*(x1)+-0.5505*(x2)+-0.5319*(x3)+-0.4125*(x4)+-0.4378*(x5)+-0.0703))))**2+-0.1315)))	
666	0	0	6-0-3-1-2-8-2-2-3-	0.00127424	(((0.0549*(1)+-0.1027))-((-0.3701*((((0.3129*(cos(x0))+-0.0850*(cos(x1))+0.0248*(cos(x2))+0.0050*(cos(x3))+-0.1403*(cos(x4))+-0.1097*(cos(x5))+-0.0188))-((-0.1093*(x0)+-0.4586*(x1)+-0.5505*(x2)+-0.5319*(x3)+-0.4125*(x4)+-0.4378*(x5)+-0.0703))))**2+-0.1315)))	
666	0	0	1-0-2-3-1-2-1-1-3-	0.00237545	(((-0.1934*((((0.2143*(1)+0.2038*(1)+0.0947*(1)+0.0782*(1)+0.0047*(1)+-0.0829*(1)+0.1323))+((0.1857*(x0)+0.1979*(x1)+0.0746*(x2)+0.1513*(x3)+0.0469*(x4)+0.1266*(x5)+0.2740))))**2+-0.3748))*((-0.4068*((((-0.0924*(x0)+-0.2144*(x1)+-0.2921*(x2)+-0.2398*(x3)+-0.3065*(x4)+-0.2662*(x5)+-0.1581))*((0.2529*(1)+0.1391*(1)+0.4416*(1)+0.1257*(1)+0.1407*(1)+0.2658*(1)+0.2185))))**2+-0.1610)))	
666	0	0	4-1-8-2-2-1-2-5-0-	0.00255777	(((-0.6608*(((-0.0430*((x0)**3)+-0.4379*((x1)**3)+-0.4252*((x2)**3)+-0.4412*((x3)**3)+-0.4481*((x4)**3)+-0.4583*((x5)**3)+0.0247))*((0.4743*(cos(x0))+0.1516*(cos(x1))+0.1153*(cos(x2))+0.1436*(cos(x3))+0.1637*(cos(x4))+0.1790*(cos(x5))+0.6942)))+0.3040))-((0.1104*(0)+-0.1907)))	
666	0	0	3-1-2-8-2-8-0-1-6-	0.00407199	(((-1.2306*cos((((-0.2463*((x0)**2)+-0.0333*((x1)**2)+-0.0709*((x2)**2)+-0.1775*((x3)**2)+-0.1177*((x4)**2)+-0.0772*((x5)**2)+-0.3713))*((0.3097*(x0)+0.2316*(x1)+0.2103*(x2)+0.0948*(x3)+0.2258*(x4)+0.2462*(x5)+-0.0269))))+0.5960))-((-0.7993*exp((((0.1648*(cos(x0))+-0.3889*(cos(x1))+-0.3406*(cos(x2))+-0.2353*(cos(x3))+-0.2409*(cos(x4))+-0.2993*(cos(x5))+0.2511))+((0.1430*(1)+0.2475*(1)+0.3283*(1)+0.0605*(1)+0.2530*(1)+0.1084*(1)+0.0862))))+-0.4241)))	
666	0	0	8-1-6-4-0-0-0-5-0-	0.00471591	(((-0.1609*((((-0.2670*(cos(x0))+-0.0718*(cos(x1))+-0.0150*(cos(x2))+-0.1337*(cos(x3))+-0.1190*(cos(x4))+0.0678*(cos(x5))+-0.4395))*((0.0139*(exp(x0))+0.2716*(exp(x1))+0.1935*(exp(x2))+0.3510*(exp(x3))+0.3351*(exp(x4))+0.0811*(exp(x5))+-0.0073))))**3+0.0670))+((-0.0087*(0)+0.0038)))	
