iteration	loss	baseline	error	formula	error	
1	3.23554039	0.70592660	0.70592660	0.00009946	(0.4654*(((-1.0207*(exp(x0))+0.7880*(exp(x1))+0.7879*(exp(x2))+0.7880*(exp(x3))+0.7877*(exp(x4))+0.7883*(exp(x5))+-0.3432))+((-0.2664*(1)+-0.1376*(1)+-0.3867*(1)+-0.3981*(1)+0.0874*(1)+-0.1823*(1)+-0.2632)))+-0.3141)	
2	2.47121930	0.70223695	0.63213342	0.00009946	(0.4654*(((-1.0207*(exp(x0))+0.7880*(exp(x1))+0.7879*(exp(x2))+0.7880*(exp(x3))+0.7877*(exp(x4))+0.7883*(exp(x5))+-0.3432))+((-0.2664*(1)+-0.1376*(1)+-0.3867*(1)+-0.3981*(1)+0.0874*(1)+-0.1823*(1)+-0.2632)))+-0.3141)	
3	0.38466460	0.70494384	0.75637424	0.00009946	(0.4654*(((-1.0207*(exp(x0))+0.7880*(exp(x1))+0.7879*(exp(x2))+0.7880*(exp(x3))+0.7877*(exp(x4))+0.7883*(exp(x5))+-0.3432))+((-0.2664*(1)+-0.1376*(1)+-0.3867*(1)+-0.3981*(1)+0.0874*(1)+-0.1823*(1)+-0.2632)))+-0.3141)	
4	0.78885096	0.70491934	0.70445418	0.00009946	(0.4654*(((-1.0207*(exp(x0))+0.7880*(exp(x1))+0.7879*(exp(x2))+0.7880*(exp(x3))+0.7877*(exp(x4))+0.7883*(exp(x5))+-0.3432))+((-0.2664*(1)+-0.1376*(1)+-0.3867*(1)+-0.3981*(1)+0.0874*(1)+-0.1823*(1)+-0.2632)))+-0.3141)	
5	0.43884817	0.70972896	0.80111152	0.00009946	(0.4654*(((-1.0207*(exp(x0))+0.7880*(exp(x1))+0.7879*(exp(x2))+0.7880*(exp(x3))+0.7877*(exp(x4))+0.7883*(exp(x5))+-0.3432))+((-0.2664*(1)+-0.1376*(1)+-0.3867*(1)+-0.3981*(1)+0.0874*(1)+-0.1823*(1)+-0.2632)))+-0.3141)	
6	2.89487457	0.70627868	0.64072323	0.00009946	(0.4654*(((-1.0207*(exp(x0))+0.7880*(exp(x1))+0.7879*(exp(x2))+0.7880*(exp(x3))+0.7877*(exp(x4))+0.7883*(exp(x5))+-0.3432))+((-0.2664*(1)+-0.1376*(1)+-0.3867*(1)+-0.3981*(1)+0.0874*(1)+-0.1823*(1)+-0.2632)))+-0.3141)	
7	2.43191862	0.70118815	0.60446817	0.00009946	(0.4654*(((-1.0207*(exp(x0))+0.7880*(exp(x1))+0.7879*(exp(x2))+0.7880*(exp(x3))+0.7877*(exp(x4))+0.7883*(exp(x5))+-0.3432))+((-0.2664*(1)+-0.1376*(1)+-0.3867*(1)+-0.3981*(1)+0.0874*(1)+-0.1823*(1)+-0.2632)))+-0.3141)	
8	3.01294827	0.70093155	0.69605577	0.00009946	(0.4654*(((-1.0207*(exp(x0))+0.7880*(exp(x1))+0.7879*(exp(x2))+0.7880*(exp(x3))+0.7877*(exp(x4))+0.7883*(exp(x5))+-0.3432))+((-0.2664*(1)+-0.1376*(1)+-0.3867*(1)+-0.3981*(1)+0.0874*(1)+-0.1823*(1)+-0.2632)))+-0.3141)	
9	2.47355723	0.69641352	0.61057079	0.00003296	(-1.0104*(((0.0629*(0)+0.1457*(0)+-0.0067*(0)+0.0376*(0)+-0.0063*(0)+-0.1108*(0)+0.0758))-((-0.1929*((x0)**2)+0.4948*((x1)**2)+0.4948*((x2)**2)+0.4948*((x3)**2)+0.4948*((x4)**2)+0.4948*((x5)**2)+-0.1796)))+0.4531)	
10	0.70465702	0.69838774	0.73589838	0.00003296	(-1.0104*(((0.0629*(0)+0.1457*(0)+-0.0067*(0)+0.0376*(0)+-0.0063*(0)+-0.1108*(0)+0.0758))-((-0.1929*((x0)**2)+0.4948*((x1)**2)+0.4948*((x2)**2)+0.4948*((x3)**2)+0.4948*((x4)**2)+0.4948*((x5)**2)+-0.1796)))+0.4531)	
