iteration	loss	baseline	error	formula	error	
1	0.64525980	0.58454323	0.58454323	0.01000405	(-0.1277*(((-0.2326*(1)+-0.3443*(1)+-0.2831*(1)+-0.2213*(1)+-0.4109*(1)+-0.3252*(1)+-0.1704*(1)+-0.1947*(1)+-0.0396*(1)+-0.1972*(1)+-0.1988*(1)+-0.3440*(1)+-0.1834*(1)+-0.2842*(1)+-0.2816*(1)+-0.0634*(1)+-0.0786*(1)+-0.1105*(1)+-0.1712*(1)+-0.0829*(1)+-0.3337*(1)+-0.1698*(1)+-0.0960*(1)+-0.3289*(1)+-0.3100*(1)+-0.1574*(1)+-0.1290*(1)+-0.2172*(1)+-0.2553*(1)+-0.2195*(1)+-0.2095*(1)+-0.0066*(1)+-0.2700*(1)+-0.3878*(1)+-0.1983*(1)+-0.2738*(1)+-0.1768*(1)+-0.2380*(1)+-0.2126*(1)+-0.1295*(1)+-0.0455*(1)+-0.2736*(1)+-0.1572*(1)+-0.2015*(1)+-0.3674*(1)+-0.0449*(1)+-0.4017*(1)+-0.2550*(1)+-0.1993*(1)+-0.1785*(1)+-0.4939*(1)+-0.2658))+((1.4013*(cos(x0))+0.4309*(cos(x1))+0.4800*(cos(x2))+0.4733*(cos(x3))+0.4611*(cos(x4))+0.5169*(cos(x5))+0.2699*(cos(x6))+0.5260*(cos(x7))+0.3734*(cos(x8))+0.5288*(cos(x9))+0.3937*(cos(x10))+0.3527*(cos(x11))+0.5429*(cos(x12))+0.3600*(cos(x13))+0.6342*(cos(x14))+0.4335*(cos(x15))+0.3053*(cos(x16))+0.5019*(cos(x17))+0.4372*(cos(x18))+0.3196*(cos(x19))+0.3188*(cos(x20))+0.6470*(cos(x21))+0.1955*(cos(x22))+0.3152*(cos(x23))+0.5653*(cos(x24))+0.4967*(cos(x25))+0.3578*(cos(x26))+0.4308*(cos(x27))+0.4648*(cos(x28))+0.3742*(cos(x29))+0.5672*(cos(x30))+0.4652*(cos(x31))+0.4699*(cos(x32))+0.4877*(cos(x33))+0.6258*(cos(x34))+0.4835*(cos(x35))+0.4006*(cos(x36))+0.3541*(cos(x37))+0.4612*(cos(x38))+0.2970*(cos(x39))+0.4388*(cos(x40))+0.2448*(cos(x41))+0.3837*(cos(x42))+0.3402*(cos(x43))+0.3012*(cos(x44))+0.5194*(cos(x45))+0.5792*(cos(x46))+0.4833*(cos(x47))+0.4082*(cos(x48))+0.3348*(cos(x49))+0.4690*(cos(x50))+-0.1791)))+1.2918)	
2	0.56674087	0.58864230	0.66652483	0.00943301	(0.1357*(((-0.0374*((x0)**2)+-0.1043*((x1)**2)+-0.1000*((x2)**2)+-0.1127*((x3)**2)+-0.1651*((x4)**2)+-0.0452*((x5)**2)+-0.1387*((x6)**2)+-0.3334*((x7)**2)+-0.0725*((x8)**2)+-0.2850*((x9)**2)+-0.1063*((x10)**2)+-0.1771*((x11)**2)+-0.2409*((x12)**2)+-0.2062*((x13)**2)+-0.3496*((x14)**2)+-0.1221*((x15)**2)+-0.1022*((x16)**2)+-0.2456*((x17)**2)+-0.0912*((x18)**2)+-0.1805*((x19)**2)+-0.2232*((x20)**2)+-0.1023*((x21)**2)+-0.1709*((x22)**2)+-0.1283*((x23)**2)+-0.1667*((x24)**2)+-0.2021*((x25)**2)+-0.0303*((x26)**2)+-0.2640*((x27)**2)+-0.1804*((x28)**2)+-0.2144*((x29)**2)+-0.1915*((x30)**2)+-0.0999*((x31)**2)+-0.2291*((x32)**2)+-0.0448*((x33)**2)+-0.1482*((x34)**2)+-0.2640*((x35)**2)+-0.1741*((x36)**2)+-0.1481*((x37)**2)+-0.1816*((x38)**2)+-0.0371*((x39)**2)+-0.1602*((x40)**2)+-0.2566*((x41)**2)+-0.1252*((x42)**2)+-0.1350*((x43)**2)+-0.1071*((x44)**2)+-0.0330*((x45)**2)+-0.1132*((x46)**2)+-0.1602*((x47)**2)+-0.1752*((x48)**2)+-0.1272*((x49)**2)+-0.1069*((x50)**2)+-0.2010))*((-0.1451*(x0)+0.0001*(x1)+-0.0004*(x2)+0.0003*(x3)+0.0022*(x4)+-0.0003*(x5)+0.0019*(x6)+0.0003*(x7)+0.0008*(x8)+0.0002*(x9)+-0.0015*(x10)+0.0026*(x11)+-0.0002*(x12)+0.0008*(x13)+0.0016*(x14)+0.0014*(x15)+-0.0001*(x16)+-0.0018*(x17)+0.0012*(x18)+-0.0002*(x19)+0.0012*(x20)+0.0024*(x21)+0.0001*(x22)+0.0002*(x23)+-0.0003*(x24)+0.0004*(x25)+0.0003*(x26)+-0.0040*(x27)+0.0009*(x28)+0.0013*(x29)+-0.0030*(x30)+-0.0003*(x31)+0.0001*(x32)+0.0002*(x33)+0.0002*(x34)+-0.0001*(x35)+0.0015*(x36)+-0.0005*(x37)+-0.0011*(x38)+0.0010*(x39)+0.0015*(x40)+0.0008*(x41)+-0.0003*(x42)+0.0024*(x43)+-0.0024*(x44)+0.0018*(x45)+-0.0010*(x46)+-0.0004*(x47)+0.0018*(x48)+0.0023*(x49)+0.0004*(x50)+-0.5036)))+0.2927)	
3	0.65911603	0.58848691	0.58553499	0.00943301	(0.1357*(((-0.0374*((x0)**2)+-0.1043*((x1)**2)+-0.1000*((x2)**2)+-0.1127*((x3)**2)+-0.1651*((x4)**2)+-0.0452*((x5)**2)+-0.1387*((x6)**2)+-0.3334*((x7)**2)+-0.0725*((x8)**2)+-0.2850*((x9)**2)+-0.1063*((x10)**2)+-0.1771*((x11)**2)+-0.2409*((x12)**2)+-0.2062*((x13)**2)+-0.3496*((x14)**2)+-0.1221*((x15)**2)+-0.1022*((x16)**2)+-0.2456*((x17)**2)+-0.0912*((x18)**2)+-0.1805*((x19)**2)+-0.2232*((x20)**2)+-0.1023*((x21)**2)+-0.1709*((x22)**2)+-0.1283*((x23)**2)+-0.1667*((x24)**2)+-0.2021*((x25)**2)+-0.0303*((x26)**2)+-0.2640*((x27)**2)+-0.1804*((x28)**2)+-0.2144*((x29)**2)+-0.1915*((x30)**2)+-0.0999*((x31)**2)+-0.2291*((x32)**2)+-0.0448*((x33)**2)+-0.1482*((x34)**2)+-0.2640*((x35)**2)+-0.1741*((x36)**2)+-0.1481*((x37)**2)+-0.1816*((x38)**2)+-0.0371*((x39)**2)+-0.1602*((x40)**2)+-0.2566*((x41)**2)+-0.1252*((x42)**2)+-0.1350*((x43)**2)+-0.1071*((x44)**2)+-0.0330*((x45)**2)+-0.1132*((x46)**2)+-0.1602*((x47)**2)+-0.1752*((x48)**2)+-0.1272*((x49)**2)+-0.1069*((x50)**2)+-0.2010))*((-0.1451*(x0)+0.0001*(x1)+-0.0004*(x2)+0.0003*(x3)+0.0022*(x4)+-0.0003*(x5)+0.0019*(x6)+0.0003*(x7)+0.0008*(x8)+0.0002*(x9)+-0.0015*(x10)+0.0026*(x11)+-0.0002*(x12)+0.0008*(x13)+0.0016*(x14)+0.0014*(x15)+-0.0001*(x16)+-0.0018*(x17)+0.0012*(x18)+-0.0002*(x19)+0.0012*(x20)+0.0024*(x21)+0.0001*(x22)+0.0002*(x23)+-0.0003*(x24)+0.0004*(x25)+0.0003*(x26)+-0.0040*(x27)+0.0009*(x28)+0.0013*(x29)+-0.0030*(x30)+-0.0003*(x31)+0.0001*(x32)+0.0002*(x33)+0.0002*(x34)+-0.0001*(x35)+0.0015*(x36)+-0.0005*(x37)+-0.0011*(x38)+0.0010*(x39)+0.0015*(x40)+0.0008*(x41)+-0.0003*(x42)+0.0024*(x43)+-0.0024*(x44)+0.0018*(x45)+-0.0010*(x46)+-0.0004*(x47)+0.0018*(x48)+0.0023*(x49)+0.0004*(x50)+-0.5036)))+0.2927)	
4	0.90908414	0.59145242	0.64779800	0.00882162	(0.6989*sin((((-0.2312*((x0)**2)+-0.0088*((x1)**2)+-0.0436*((x2)**2)+-0.0637*((x3)**2)+-0.0121*((x4)**2)+-0.0822*((x5)**2)+-0.0449*((x6)**2)+-0.0216*((x7)**2)+-0.0552*((x8)**2)+-0.0339*((x9)**2)+-0.0548*((x10)**2)+-0.0508*((x11)**2)+-0.0511*((x12)**2)+-0.0496*((x13)**2)+-0.0592*((x14)**2)+-0.0368*((x15)**2)+-0.0412*((x16)**2)+-0.0708*((x17)**2)+-0.0423*((x18)**2)+-0.0144*((x19)**2)+-0.0501*((x20)**2)+-0.0529*((x21)**2)+-0.0381*((x22)**2)+-0.0488*((x23)**2)+-0.0560*((x24)**2)+-0.0569*((x25)**2)+-0.0332*((x26)**2)+-0.0376*((x27)**2)+-0.0489*((x28)**2)+-0.0508*((x29)**2)+-0.0456*((x30)**2)+-0.0550*((x31)**2)+-0.0512*((x32)**2)+-0.0545*((x33)**2)+-0.0497*((x34)**2)+-0.0440*((x35)**2)+-0.0511*((x36)**2)+-0.0337*((x37)**2)+-0.0443*((x38)**2)+-0.0702*((x39)**2)+-0.0418*((x40)**2)+-0.0637*((x41)**2)+-0.0527*((x42)**2)+-0.0311*((x43)**2)+-0.0379*((x44)**2)+-0.0483*((x45)**2)+-0.0451*((x46)**2)+-0.0410*((x47)**2)+-0.0490*((x48)**2)+-0.0357*((x49)**2)+-0.0551*((x50)**2)+-0.1534))*((-0.2585*(sin(x0))+-0.0014*(sin(x1))+-0.0027*(sin(x2))+0.0029*(sin(x3))+0.0062*(sin(x4))+0.0018*(sin(x5))+-0.0027*(sin(x6))+0.0012*(sin(x7))+0.0004*(sin(x8))+-0.0071*(sin(x9))+-0.0003*(sin(x10))+0.0037*(sin(x11))+-0.0012*(sin(x12))+-0.0012*(sin(x13))+0.0008*(sin(x14))+-0.0020*(sin(x15))+0.0002*(sin(x16))+0.0040*(sin(x17))+0.0003*(sin(x18))+-0.0018*(sin(x19))+-0.0031*(sin(x20))+-0.0045*(sin(x21))+0.0033*(sin(x22))+-0.0009*(sin(x23))+-0.0029*(sin(x24))+-0.0005*(sin(x25))+0.0019*(sin(x26))+-0.0009*(sin(x27))+0.0014*(sin(x28))+-0.0053*(sin(x29))+-0.0006*(sin(x30))+0.0007*(sin(x31))+-0.0032*(sin(x32))+-0.0002*(sin(x33))+-0.0037*(sin(x34))+-0.0000*(sin(x35))+0.0002*(sin(x36))+0.0018*(sin(x37))+0.0031*(sin(x38))+0.0019*(sin(x39))+0.0028*(sin(x40))+0.0046*(sin(x41))+0.0005*(sin(x42))+-0.0012*(sin(x43))+-0.0027*(sin(x44))+-0.0016*(sin(x45))+0.0005*(sin(x46))+-0.0013*(sin(x47))+-0.0015*(sin(x48))+-0.0007*(sin(x49))+-0.0011*(sin(x50))+0.0014))))+0.6205)	
5	1.55514264	0.59070414	0.57648659	0.00052118	(0.3033*(((-0.2312*((x0)**2)+-0.2452*((x1)**2)+-0.2501*((x2)**2)+-0.2200*((x3)**2)+-0.2395*((x4)**2)+-0.2292*((x5)**2)+-0.1977*((x6)**2)+-0.2190*((x7)**2)+-0.2150*((x8)**2)+-0.2622*((x9)**2)+-0.2045*((x10)**2)+-0.2468*((x11)**2)+-0.2217*((x12)**2)+-0.2187*((x13)**2)+-0.1819*((x14)**2)+-0.1868*((x15)**2)+-0.2289*((x16)**2)+-0.2194*((x17)**2)+-0.2268*((x18)**2)+-0.2178*((x19)**2)+-0.2187*((x20)**2)+-0.2705*((x21)**2)+-0.2121*((x22)**2)+-0.2238*((x23)**2)+-0.2197*((x24)**2)+-0.2217*((x25)**2)+-0.2258*((x26)**2)+-0.2157*((x27)**2)+-0.1988*((x28)**2)+-0.2133*((x29)**2)+-0.2362*((x30)**2)+-0.2131*((x31)**2)+-0.2096*((x32)**2)+-0.2714*((x33)**2)+-0.2142*((x34)**2)+-0.2280*((x35)**2)+-0.1937*((x36)**2)+-0.2015*((x37)**2)+-0.2032*((x38)**2)+-0.2278*((x39)**2)+-0.2157*((x40)**2)+-0.2031*((x41)**2)+-0.1995*((x42)**2)+-0.1860*((x43)**2)+-0.2169*((x44)**2)+-0.1957*((x45)**2)+-0.2119*((x46)**2)+-0.2123*((x47)**2)+-0.2081*((x48)**2)+-0.2307*((x49)**2)+-0.2161*((x50)**2)+-0.2656))*((0.1234*(0)+0.0379*(0)+0.0249*(0)+0.0104*(0)+0.0381*(0)+0.0029*(0)+-0.1711*(0)+-0.0265*(0)+0.0700*(0)+-0.0192*(0)+0.1419*(0)+-0.0117*(0)+0.2097*(0)+0.0523*(0)+-0.0590*(0)+-0.0434*(0)+0.0026*(0)+-0.0895*(0)+-0.0484*(0)+0.0412*(0)+-0.1545*(0)+0.0923*(0)+0.0305*(0)+-0.1707*(0)+0.0957*(0)+-0.0709*(0)+-0.0896*(0)+0.0424*(0)+-0.1954*(0)+0.0898*(0)+-0.0621*(0)+-0.2295*(0)+0.0234*(0)+0.1121*(0)+-0.0411*(0)+-0.0516*(0)+-0.0443*(0)+-0.1594*(0)+0.0266*(0)+-0.1354*(0)+-0.0341*(0)+-0.1265*(0)+-0.0189*(0)+0.0844*(0)+-0.0454*(0)+0.0912*(0)+0.0594*(0)+0.1355*(0)+0.0203*(0)+0.1026*(0)+0.0271*(0)+-0.2998)))+-0.0226)	
6	1.18940377	0.59762573	0.72913629	0.00052118	(0.3033*(((-0.2312*((x0)**2)+-0.2452*((x1)**2)+-0.2501*((x2)**2)+-0.2200*((x3)**2)+-0.2395*((x4)**2)+-0.2292*((x5)**2)+-0.1977*((x6)**2)+-0.2190*((x7)**2)+-0.2150*((x8)**2)+-0.2622*((x9)**2)+-0.2045*((x10)**2)+-0.2468*((x11)**2)+-0.2217*((x12)**2)+-0.2187*((x13)**2)+-0.1819*((x14)**2)+-0.1868*((x15)**2)+-0.2289*((x16)**2)+-0.2194*((x17)**2)+-0.2268*((x18)**2)+-0.2178*((x19)**2)+-0.2187*((x20)**2)+-0.2705*((x21)**2)+-0.2121*((x22)**2)+-0.2238*((x23)**2)+-0.2197*((x24)**2)+-0.2217*((x25)**2)+-0.2258*((x26)**2)+-0.2157*((x27)**2)+-0.1988*((x28)**2)+-0.2133*((x29)**2)+-0.2362*((x30)**2)+-0.2131*((x31)**2)+-0.2096*((x32)**2)+-0.2714*((x33)**2)+-0.2142*((x34)**2)+-0.2280*((x35)**2)+-0.1937*((x36)**2)+-0.2015*((x37)**2)+-0.2032*((x38)**2)+-0.2278*((x39)**2)+-0.2157*((x40)**2)+-0.2031*((x41)**2)+-0.1995*((x42)**2)+-0.1860*((x43)**2)+-0.2169*((x44)**2)+-0.1957*((x45)**2)+-0.2119*((x46)**2)+-0.2123*((x47)**2)+-0.2081*((x48)**2)+-0.2307*((x49)**2)+-0.2161*((x50)**2)+-0.2656))*((0.1234*(0)+0.0379*(0)+0.0249*(0)+0.0104*(0)+0.0381*(0)+0.0029*(0)+-0.1711*(0)+-0.0265*(0)+0.0700*(0)+-0.0192*(0)+0.1419*(0)+-0.0117*(0)+0.2097*(0)+0.0523*(0)+-0.0590*(0)+-0.0434*(0)+0.0026*(0)+-0.0895*(0)+-0.0484*(0)+0.0412*(0)+-0.1545*(0)+0.0923*(0)+0.0305*(0)+-0.1707*(0)+0.0957*(0)+-0.0709*(0)+-0.0896*(0)+0.0424*(0)+-0.1954*(0)+0.0898*(0)+-0.0621*(0)+-0.2295*(0)+0.0234*(0)+0.1121*(0)+-0.0411*(0)+-0.0516*(0)+-0.0443*(0)+-0.1594*(0)+0.0266*(0)+-0.1354*(0)+-0.0341*(0)+-0.1265*(0)+-0.0189*(0)+0.0844*(0)+-0.0454*(0)+0.0912*(0)+0.0594*(0)+0.1355*(0)+0.0203*(0)+0.1026*(0)+0.0271*(0)+-0.2998)))+-0.0226)	
7	0.56482565	0.60090798	0.66327119	0.00052118	(0.3033*(((-0.2312*((x0)**2)+-0.2452*((x1)**2)+-0.2501*((x2)**2)+-0.2200*((x3)**2)+-0.2395*((x4)**2)+-0.2292*((x5)**2)+-0.1977*((x6)**2)+-0.2190*((x7)**2)+-0.2150*((x8)**2)+-0.2622*((x9)**2)+-0.2045*((x10)**2)+-0.2468*((x11)**2)+-0.2217*((x12)**2)+-0.2187*((x13)**2)+-0.1819*((x14)**2)+-0.1868*((x15)**2)+-0.2289*((x16)**2)+-0.2194*((x17)**2)+-0.2268*((x18)**2)+-0.2178*((x19)**2)+-0.2187*((x20)**2)+-0.2705*((x21)**2)+-0.2121*((x22)**2)+-0.2238*((x23)**2)+-0.2197*((x24)**2)+-0.2217*((x25)**2)+-0.2258*((x26)**2)+-0.2157*((x27)**2)+-0.1988*((x28)**2)+-0.2133*((x29)**2)+-0.2362*((x30)**2)+-0.2131*((x31)**2)+-0.2096*((x32)**2)+-0.2714*((x33)**2)+-0.2142*((x34)**2)+-0.2280*((x35)**2)+-0.1937*((x36)**2)+-0.2015*((x37)**2)+-0.2032*((x38)**2)+-0.2278*((x39)**2)+-0.2157*((x40)**2)+-0.2031*((x41)**2)+-0.1995*((x42)**2)+-0.1860*((x43)**2)+-0.2169*((x44)**2)+-0.1957*((x45)**2)+-0.2119*((x46)**2)+-0.2123*((x47)**2)+-0.2081*((x48)**2)+-0.2307*((x49)**2)+-0.2161*((x50)**2)+-0.2656))*((0.1234*(0)+0.0379*(0)+0.0249*(0)+0.0104*(0)+0.0381*(0)+0.0029*(0)+-0.1711*(0)+-0.0265*(0)+0.0700*(0)+-0.0192*(0)+0.1419*(0)+-0.0117*(0)+0.2097*(0)+0.0523*(0)+-0.0590*(0)+-0.0434*(0)+0.0026*(0)+-0.0895*(0)+-0.0484*(0)+0.0412*(0)+-0.1545*(0)+0.0923*(0)+0.0305*(0)+-0.1707*(0)+0.0957*(0)+-0.0709*(0)+-0.0896*(0)+0.0424*(0)+-0.1954*(0)+0.0898*(0)+-0.0621*(0)+-0.2295*(0)+0.0234*(0)+0.1121*(0)+-0.0411*(0)+-0.0516*(0)+-0.0443*(0)+-0.1594*(0)+0.0266*(0)+-0.1354*(0)+-0.0341*(0)+-0.1265*(0)+-0.0189*(0)+0.0844*(0)+-0.0454*(0)+0.0912*(0)+0.0594*(0)+0.1355*(0)+0.0203*(0)+0.1026*(0)+0.0271*(0)+-0.2998)))+-0.0226)	
8	0.46326932	0.60077870	0.59832257	0.00052118	(0.3033*(((-0.2312*((x0)**2)+-0.2452*((x1)**2)+-0.2501*((x2)**2)+-0.2200*((x3)**2)+-0.2395*((x4)**2)+-0.2292*((x5)**2)+-0.1977*((x6)**2)+-0.2190*((x7)**2)+-0.2150*((x8)**2)+-0.2622*((x9)**2)+-0.2045*((x10)**2)+-0.2468*((x11)**2)+-0.2217*((x12)**2)+-0.2187*((x13)**2)+-0.1819*((x14)**2)+-0.1868*((x15)**2)+-0.2289*((x16)**2)+-0.2194*((x17)**2)+-0.2268*((x18)**2)+-0.2178*((x19)**2)+-0.2187*((x20)**2)+-0.2705*((x21)**2)+-0.2121*((x22)**2)+-0.2238*((x23)**2)+-0.2197*((x24)**2)+-0.2217*((x25)**2)+-0.2258*((x26)**2)+-0.2157*((x27)**2)+-0.1988*((x28)**2)+-0.2133*((x29)**2)+-0.2362*((x30)**2)+-0.2131*((x31)**2)+-0.2096*((x32)**2)+-0.2714*((x33)**2)+-0.2142*((x34)**2)+-0.2280*((x35)**2)+-0.1937*((x36)**2)+-0.2015*((x37)**2)+-0.2032*((x38)**2)+-0.2278*((x39)**2)+-0.2157*((x40)**2)+-0.2031*((x41)**2)+-0.1995*((x42)**2)+-0.1860*((x43)**2)+-0.2169*((x44)**2)+-0.1957*((x45)**2)+-0.2119*((x46)**2)+-0.2123*((x47)**2)+-0.2081*((x48)**2)+-0.2307*((x49)**2)+-0.2161*((x50)**2)+-0.2656))*((0.1234*(0)+0.0379*(0)+0.0249*(0)+0.0104*(0)+0.0381*(0)+0.0029*(0)+-0.1711*(0)+-0.0265*(0)+0.0700*(0)+-0.0192*(0)+0.1419*(0)+-0.0117*(0)+0.2097*(0)+0.0523*(0)+-0.0590*(0)+-0.0434*(0)+0.0026*(0)+-0.0895*(0)+-0.0484*(0)+0.0412*(0)+-0.1545*(0)+0.0923*(0)+0.0305*(0)+-0.1707*(0)+0.0957*(0)+-0.0709*(0)+-0.0896*(0)+0.0424*(0)+-0.1954*(0)+0.0898*(0)+-0.0621*(0)+-0.2295*(0)+0.0234*(0)+0.1121*(0)+-0.0411*(0)+-0.0516*(0)+-0.0443*(0)+-0.1594*(0)+0.0266*(0)+-0.1354*(0)+-0.0341*(0)+-0.1265*(0)+-0.0189*(0)+0.0844*(0)+-0.0454*(0)+0.0912*(0)+0.0594*(0)+0.1355*(0)+0.0203*(0)+0.1026*(0)+0.0271*(0)+-0.2998)))+-0.0226)	
9	0.36931473	0.60021234	0.58945239	0.00052118	(0.3033*(((-0.2312*((x0)**2)+-0.2452*((x1)**2)+-0.2501*((x2)**2)+-0.2200*((x3)**2)+-0.2395*((x4)**2)+-0.2292*((x5)**2)+-0.1977*((x6)**2)+-0.2190*((x7)**2)+-0.2150*((x8)**2)+-0.2622*((x9)**2)+-0.2045*((x10)**2)+-0.2468*((x11)**2)+-0.2217*((x12)**2)+-0.2187*((x13)**2)+-0.1819*((x14)**2)+-0.1868*((x15)**2)+-0.2289*((x16)**2)+-0.2194*((x17)**2)+-0.2268*((x18)**2)+-0.2178*((x19)**2)+-0.2187*((x20)**2)+-0.2705*((x21)**2)+-0.2121*((x22)**2)+-0.2238*((x23)**2)+-0.2197*((x24)**2)+-0.2217*((x25)**2)+-0.2258*((x26)**2)+-0.2157*((x27)**2)+-0.1988*((x28)**2)+-0.2133*((x29)**2)+-0.2362*((x30)**2)+-0.2131*((x31)**2)+-0.2096*((x32)**2)+-0.2714*((x33)**2)+-0.2142*((x34)**2)+-0.2280*((x35)**2)+-0.1937*((x36)**2)+-0.2015*((x37)**2)+-0.2032*((x38)**2)+-0.2278*((x39)**2)+-0.2157*((x40)**2)+-0.2031*((x41)**2)+-0.1995*((x42)**2)+-0.1860*((x43)**2)+-0.2169*((x44)**2)+-0.1957*((x45)**2)+-0.2119*((x46)**2)+-0.2123*((x47)**2)+-0.2081*((x48)**2)+-0.2307*((x49)**2)+-0.2161*((x50)**2)+-0.2656))*((0.1234*(0)+0.0379*(0)+0.0249*(0)+0.0104*(0)+0.0381*(0)+0.0029*(0)+-0.1711*(0)+-0.0265*(0)+0.0700*(0)+-0.0192*(0)+0.1419*(0)+-0.0117*(0)+0.2097*(0)+0.0523*(0)+-0.0590*(0)+-0.0434*(0)+0.0026*(0)+-0.0895*(0)+-0.0484*(0)+0.0412*(0)+-0.1545*(0)+0.0923*(0)+0.0305*(0)+-0.1707*(0)+0.0957*(0)+-0.0709*(0)+-0.0896*(0)+0.0424*(0)+-0.1954*(0)+0.0898*(0)+-0.0621*(0)+-0.2295*(0)+0.0234*(0)+0.1121*(0)+-0.0411*(0)+-0.0516*(0)+-0.0443*(0)+-0.1594*(0)+0.0266*(0)+-0.1354*(0)+-0.0341*(0)+-0.1265*(0)+-0.0189*(0)+0.0844*(0)+-0.0454*(0)+0.0912*(0)+0.0594*(0)+0.1355*(0)+0.0203*(0)+0.1026*(0)+0.0271*(0)+-0.2998)))+-0.0226)	
10	1.36110151	0.59597051	0.51537573	0.00052118	(0.3033*(((-0.2312*((x0)**2)+-0.2452*((x1)**2)+-0.2501*((x2)**2)+-0.2200*((x3)**2)+-0.2395*((x4)**2)+-0.2292*((x5)**2)+-0.1977*((x6)**2)+-0.2190*((x7)**2)+-0.2150*((x8)**2)+-0.2622*((x9)**2)+-0.2045*((x10)**2)+-0.2468*((x11)**2)+-0.2217*((x12)**2)+-0.2187*((x13)**2)+-0.1819*((x14)**2)+-0.1868*((x15)**2)+-0.2289*((x16)**2)+-0.2194*((x17)**2)+-0.2268*((x18)**2)+-0.2178*((x19)**2)+-0.2187*((x20)**2)+-0.2705*((x21)**2)+-0.2121*((x22)**2)+-0.2238*((x23)**2)+-0.2197*((x24)**2)+-0.2217*((x25)**2)+-0.2258*((x26)**2)+-0.2157*((x27)**2)+-0.1988*((x28)**2)+-0.2133*((x29)**2)+-0.2362*((x30)**2)+-0.2131*((x31)**2)+-0.2096*((x32)**2)+-0.2714*((x33)**2)+-0.2142*((x34)**2)+-0.2280*((x35)**2)+-0.1937*((x36)**2)+-0.2015*((x37)**2)+-0.2032*((x38)**2)+-0.2278*((x39)**2)+-0.2157*((x40)**2)+-0.2031*((x41)**2)+-0.1995*((x42)**2)+-0.1860*((x43)**2)+-0.2169*((x44)**2)+-0.1957*((x45)**2)+-0.2119*((x46)**2)+-0.2123*((x47)**2)+-0.2081*((x48)**2)+-0.2307*((x49)**2)+-0.2161*((x50)**2)+-0.2656))*((0.1234*(0)+0.0379*(0)+0.0249*(0)+0.0104*(0)+0.0381*(0)+0.0029*(0)+-0.1711*(0)+-0.0265*(0)+0.0700*(0)+-0.0192*(0)+0.1419*(0)+-0.0117*(0)+0.2097*(0)+0.0523*(0)+-0.0590*(0)+-0.0434*(0)+0.0026*(0)+-0.0895*(0)+-0.0484*(0)+0.0412*(0)+-0.1545*(0)+0.0923*(0)+0.0305*(0)+-0.1707*(0)+0.0957*(0)+-0.0709*(0)+-0.0896*(0)+0.0424*(0)+-0.1954*(0)+0.0898*(0)+-0.0621*(0)+-0.2295*(0)+0.0234*(0)+0.1121*(0)+-0.0411*(0)+-0.0516*(0)+-0.0443*(0)+-0.1594*(0)+0.0266*(0)+-0.1354*(0)+-0.0341*(0)+-0.1265*(0)+-0.0189*(0)+0.0844*(0)+-0.0454*(0)+0.0912*(0)+0.0594*(0)+0.1355*(0)+0.0203*(0)+0.1026*(0)+0.0271*(0)+-0.2998)))+-0.0226)	
