iteration	loss	baseline	error	formula	error	
1	0.71137971	0.65454143	0.65454143	0.00167571	(-0.2099*(((0.2801*(cos(x0))+-0.1144*(cos(x1))+-0.0656*(cos(x2))+-0.0423*(cos(x3))+0.1701*(cos(x4))+-0.0419*(cos(x5))+0.1345*(cos(x6))+0.0120*(cos(x7))+0.0202*(cos(x8))+0.0310*(cos(x9))+-0.0552*(cos(x10))+-0.0782*(cos(x11))+-0.1132*(cos(x12))+-0.0922*(cos(x13))+0.0189*(cos(x14))+-0.0259*(cos(x15))+-0.0084*(cos(x16))+-0.0174*(cos(x17))+-0.0215*(cos(x18))+-0.1860*(cos(x19))+-0.1764*(cos(x20))+0.0189*(cos(x21))+0.0563*(cos(x22))+0.0167*(cos(x23))+-0.0489*(cos(x24))+-0.0306*(cos(x25))+0.1523))+((0.0414*((x0)**2)+-0.2251*((x1)**2)+-0.1943*((x2)**2)+-0.2008*((x3)**2)+-0.1287*((x4)**2)+-0.2011*((x5)**2)+-0.1457*((x6)**2)+-0.1818*((x7)**2)+-0.1791*((x8)**2)+-0.1583*((x9)**2)+-0.1980*((x10)**2)+-0.2033*((x11)**2)+-0.2151*((x12)**2)+-0.2221*((x13)**2)+-0.1775*((x14)**2)+-0.1852*((x15)**2)+-0.1822*((x16)**2)+-0.1759*((x17)**2)+-0.1671*((x18)**2)+-0.2497*((x19)**2)+-0.2372*((x20)**2)+-0.1665*((x21)**2)+-0.1794*((x22)**2)+-0.1829*((x23)**2)+-0.1750*((x24)**2)+-0.1918*((x25)**2)+-0.0552)))+-0.0139)	
2	0.82643664	0.65514785	0.66666996	0.00167571	(-0.2099*(((0.2801*(cos(x0))+-0.1144*(cos(x1))+-0.0656*(cos(x2))+-0.0423*(cos(x3))+0.1701*(cos(x4))+-0.0419*(cos(x5))+0.1345*(cos(x6))+0.0120*(cos(x7))+0.0202*(cos(x8))+0.0310*(cos(x9))+-0.0552*(cos(x10))+-0.0782*(cos(x11))+-0.1132*(cos(x12))+-0.0922*(cos(x13))+0.0189*(cos(x14))+-0.0259*(cos(x15))+-0.0084*(cos(x16))+-0.0174*(cos(x17))+-0.0215*(cos(x18))+-0.1860*(cos(x19))+-0.1764*(cos(x20))+0.0189*(cos(x21))+0.0563*(cos(x22))+0.0167*(cos(x23))+-0.0489*(cos(x24))+-0.0306*(cos(x25))+0.1523))+((0.0414*((x0)**2)+-0.2251*((x1)**2)+-0.1943*((x2)**2)+-0.2008*((x3)**2)+-0.1287*((x4)**2)+-0.2011*((x5)**2)+-0.1457*((x6)**2)+-0.1818*((x7)**2)+-0.1791*((x8)**2)+-0.1583*((x9)**2)+-0.1980*((x10)**2)+-0.2033*((x11)**2)+-0.2151*((x12)**2)+-0.2221*((x13)**2)+-0.1775*((x14)**2)+-0.1852*((x15)**2)+-0.1822*((x16)**2)+-0.1759*((x17)**2)+-0.1671*((x18)**2)+-0.2497*((x19)**2)+-0.2372*((x20)**2)+-0.1665*((x21)**2)+-0.1794*((x22)**2)+-0.1829*((x23)**2)+-0.1750*((x24)**2)+-0.1918*((x25)**2)+-0.0552)))+-0.0139)	
3	0.66789931	0.65868765	0.72594374	0.00167571	(-0.2099*(((0.2801*(cos(x0))+-0.1144*(cos(x1))+-0.0656*(cos(x2))+-0.0423*(cos(x3))+0.1701*(cos(x4))+-0.0419*(cos(x5))+0.1345*(cos(x6))+0.0120*(cos(x7))+0.0202*(cos(x8))+0.0310*(cos(x9))+-0.0552*(cos(x10))+-0.0782*(cos(x11))+-0.1132*(cos(x12))+-0.0922*(cos(x13))+0.0189*(cos(x14))+-0.0259*(cos(x15))+-0.0084*(cos(x16))+-0.0174*(cos(x17))+-0.0215*(cos(x18))+-0.1860*(cos(x19))+-0.1764*(cos(x20))+0.0189*(cos(x21))+0.0563*(cos(x22))+0.0167*(cos(x23))+-0.0489*(cos(x24))+-0.0306*(cos(x25))+0.1523))+((0.0414*((x0)**2)+-0.2251*((x1)**2)+-0.1943*((x2)**2)+-0.2008*((x3)**2)+-0.1287*((x4)**2)+-0.2011*((x5)**2)+-0.1457*((x6)**2)+-0.1818*((x7)**2)+-0.1791*((x8)**2)+-0.1583*((x9)**2)+-0.1980*((x10)**2)+-0.2033*((x11)**2)+-0.2151*((x12)**2)+-0.2221*((x13)**2)+-0.1775*((x14)**2)+-0.1852*((x15)**2)+-0.1822*((x16)**2)+-0.1759*((x17)**2)+-0.1671*((x18)**2)+-0.2497*((x19)**2)+-0.2372*((x20)**2)+-0.1665*((x21)**2)+-0.1794*((x22)**2)+-0.1829*((x23)**2)+-0.1750*((x24)**2)+-0.1918*((x25)**2)+-0.0552)))+-0.0139)	
4	0.95670730	0.65384358	0.56180626	0.00167571	(-0.2099*(((0.2801*(cos(x0))+-0.1144*(cos(x1))+-0.0656*(cos(x2))+-0.0423*(cos(x3))+0.1701*(cos(x4))+-0.0419*(cos(x5))+0.1345*(cos(x6))+0.0120*(cos(x7))+0.0202*(cos(x8))+0.0310*(cos(x9))+-0.0552*(cos(x10))+-0.0782*(cos(x11))+-0.1132*(cos(x12))+-0.0922*(cos(x13))+0.0189*(cos(x14))+-0.0259*(cos(x15))+-0.0084*(cos(x16))+-0.0174*(cos(x17))+-0.0215*(cos(x18))+-0.1860*(cos(x19))+-0.1764*(cos(x20))+0.0189*(cos(x21))+0.0563*(cos(x22))+0.0167*(cos(x23))+-0.0489*(cos(x24))+-0.0306*(cos(x25))+0.1523))+((0.0414*((x0)**2)+-0.2251*((x1)**2)+-0.1943*((x2)**2)+-0.2008*((x3)**2)+-0.1287*((x4)**2)+-0.2011*((x5)**2)+-0.1457*((x6)**2)+-0.1818*((x7)**2)+-0.1791*((x8)**2)+-0.1583*((x9)**2)+-0.1980*((x10)**2)+-0.2033*((x11)**2)+-0.2151*((x12)**2)+-0.2221*((x13)**2)+-0.1775*((x14)**2)+-0.1852*((x15)**2)+-0.1822*((x16)**2)+-0.1759*((x17)**2)+-0.1671*((x18)**2)+-0.2497*((x19)**2)+-0.2372*((x20)**2)+-0.1665*((x21)**2)+-0.1794*((x22)**2)+-0.1829*((x23)**2)+-0.1750*((x24)**2)+-0.1918*((x25)**2)+-0.0552)))+-0.0139)	
5	0.41055009	0.65712184	0.71940917	0.00167571	(-0.2099*(((0.2801*(cos(x0))+-0.1144*(cos(x1))+-0.0656*(cos(x2))+-0.0423*(cos(x3))+0.1701*(cos(x4))+-0.0419*(cos(x5))+0.1345*(cos(x6))+0.0120*(cos(x7))+0.0202*(cos(x8))+0.0310*(cos(x9))+-0.0552*(cos(x10))+-0.0782*(cos(x11))+-0.1132*(cos(x12))+-0.0922*(cos(x13))+0.0189*(cos(x14))+-0.0259*(cos(x15))+-0.0084*(cos(x16))+-0.0174*(cos(x17))+-0.0215*(cos(x18))+-0.1860*(cos(x19))+-0.1764*(cos(x20))+0.0189*(cos(x21))+0.0563*(cos(x22))+0.0167*(cos(x23))+-0.0489*(cos(x24))+-0.0306*(cos(x25))+0.1523))+((0.0414*((x0)**2)+-0.2251*((x1)**2)+-0.1943*((x2)**2)+-0.2008*((x3)**2)+-0.1287*((x4)**2)+-0.2011*((x5)**2)+-0.1457*((x6)**2)+-0.1818*((x7)**2)+-0.1791*((x8)**2)+-0.1583*((x9)**2)+-0.1980*((x10)**2)+-0.2033*((x11)**2)+-0.2151*((x12)**2)+-0.2221*((x13)**2)+-0.1775*((x14)**2)+-0.1852*((x15)**2)+-0.1822*((x16)**2)+-0.1759*((x17)**2)+-0.1671*((x18)**2)+-0.2497*((x19)**2)+-0.2372*((x20)**2)+-0.1665*((x21)**2)+-0.1794*((x22)**2)+-0.1829*((x23)**2)+-0.1750*((x24)**2)+-0.1918*((x25)**2)+-0.0552)))+-0.0139)	
6	0.92804956	0.65697628	0.65421158	0.00167571	(-0.2099*(((0.2801*(cos(x0))+-0.1144*(cos(x1))+-0.0656*(cos(x2))+-0.0423*(cos(x3))+0.1701*(cos(x4))+-0.0419*(cos(x5))+0.1345*(cos(x6))+0.0120*(cos(x7))+0.0202*(cos(x8))+0.0310*(cos(x9))+-0.0552*(cos(x10))+-0.0782*(cos(x11))+-0.1132*(cos(x12))+-0.0922*(cos(x13))+0.0189*(cos(x14))+-0.0259*(cos(x15))+-0.0084*(cos(x16))+-0.0174*(cos(x17))+-0.0215*(cos(x18))+-0.1860*(cos(x19))+-0.1764*(cos(x20))+0.0189*(cos(x21))+0.0563*(cos(x22))+0.0167*(cos(x23))+-0.0489*(cos(x24))+-0.0306*(cos(x25))+0.1523))+((0.0414*((x0)**2)+-0.2251*((x1)**2)+-0.1943*((x2)**2)+-0.2008*((x3)**2)+-0.1287*((x4)**2)+-0.2011*((x5)**2)+-0.1457*((x6)**2)+-0.1818*((x7)**2)+-0.1791*((x8)**2)+-0.1583*((x9)**2)+-0.1980*((x10)**2)+-0.2033*((x11)**2)+-0.2151*((x12)**2)+-0.2221*((x13)**2)+-0.1775*((x14)**2)+-0.1852*((x15)**2)+-0.1822*((x16)**2)+-0.1759*((x17)**2)+-0.1671*((x18)**2)+-0.2497*((x19)**2)+-0.2372*((x20)**2)+-0.1665*((x21)**2)+-0.1794*((x22)**2)+-0.1829*((x23)**2)+-0.1750*((x24)**2)+-0.1918*((x25)**2)+-0.0552)))+-0.0139)	
7	0.07986011	0.65797788	0.67700833	0.00167571	(-0.2099*(((0.2801*(cos(x0))+-0.1144*(cos(x1))+-0.0656*(cos(x2))+-0.0423*(cos(x3))+0.1701*(cos(x4))+-0.0419*(cos(x5))+0.1345*(cos(x6))+0.0120*(cos(x7))+0.0202*(cos(x8))+0.0310*(cos(x9))+-0.0552*(cos(x10))+-0.0782*(cos(x11))+-0.1132*(cos(x12))+-0.0922*(cos(x13))+0.0189*(cos(x14))+-0.0259*(cos(x15))+-0.0084*(cos(x16))+-0.0174*(cos(x17))+-0.0215*(cos(x18))+-0.1860*(cos(x19))+-0.1764*(cos(x20))+0.0189*(cos(x21))+0.0563*(cos(x22))+0.0167*(cos(x23))+-0.0489*(cos(x24))+-0.0306*(cos(x25))+0.1523))+((0.0414*((x0)**2)+-0.2251*((x1)**2)+-0.1943*((x2)**2)+-0.2008*((x3)**2)+-0.1287*((x4)**2)+-0.2011*((x5)**2)+-0.1457*((x6)**2)+-0.1818*((x7)**2)+-0.1791*((x8)**2)+-0.1583*((x9)**2)+-0.1980*((x10)**2)+-0.2033*((x11)**2)+-0.2151*((x12)**2)+-0.2221*((x13)**2)+-0.1775*((x14)**2)+-0.1852*((x15)**2)+-0.1822*((x16)**2)+-0.1759*((x17)**2)+-0.1671*((x18)**2)+-0.2497*((x19)**2)+-0.2372*((x20)**2)+-0.1665*((x21)**2)+-0.1794*((x22)**2)+-0.1829*((x23)**2)+-0.1750*((x24)**2)+-0.1918*((x25)**2)+-0.0552)))+-0.0139)	
8	0.68681538	0.66062707	0.71096146	0.00167571	(-0.2099*(((0.2801*(cos(x0))+-0.1144*(cos(x1))+-0.0656*(cos(x2))+-0.0423*(cos(x3))+0.1701*(cos(x4))+-0.0419*(cos(x5))+0.1345*(cos(x6))+0.0120*(cos(x7))+0.0202*(cos(x8))+0.0310*(cos(x9))+-0.0552*(cos(x10))+-0.0782*(cos(x11))+-0.1132*(cos(x12))+-0.0922*(cos(x13))+0.0189*(cos(x14))+-0.0259*(cos(x15))+-0.0084*(cos(x16))+-0.0174*(cos(x17))+-0.0215*(cos(x18))+-0.1860*(cos(x19))+-0.1764*(cos(x20))+0.0189*(cos(x21))+0.0563*(cos(x22))+0.0167*(cos(x23))+-0.0489*(cos(x24))+-0.0306*(cos(x25))+0.1523))+((0.0414*((x0)**2)+-0.2251*((x1)**2)+-0.1943*((x2)**2)+-0.2008*((x3)**2)+-0.1287*((x4)**2)+-0.2011*((x5)**2)+-0.1457*((x6)**2)+-0.1818*((x7)**2)+-0.1791*((x8)**2)+-0.1583*((x9)**2)+-0.1980*((x10)**2)+-0.2033*((x11)**2)+-0.2151*((x12)**2)+-0.2221*((x13)**2)+-0.1775*((x14)**2)+-0.1852*((x15)**2)+-0.1822*((x16)**2)+-0.1759*((x17)**2)+-0.1671*((x18)**2)+-0.2497*((x19)**2)+-0.2372*((x20)**2)+-0.1665*((x21)**2)+-0.1794*((x22)**2)+-0.1829*((x23)**2)+-0.1750*((x24)**2)+-0.1918*((x25)**2)+-0.0552)))+-0.0139)	
9	0.81513137	0.66056103	0.65930593	0.00167571	(-0.2099*(((0.2801*(cos(x0))+-0.1144*(cos(x1))+-0.0656*(cos(x2))+-0.0423*(cos(x3))+0.1701*(cos(x4))+-0.0419*(cos(x5))+0.1345*(cos(x6))+0.0120*(cos(x7))+0.0202*(cos(x8))+0.0310*(cos(x9))+-0.0552*(cos(x10))+-0.0782*(cos(x11))+-0.1132*(cos(x12))+-0.0922*(cos(x13))+0.0189*(cos(x14))+-0.0259*(cos(x15))+-0.0084*(cos(x16))+-0.0174*(cos(x17))+-0.0215*(cos(x18))+-0.1860*(cos(x19))+-0.1764*(cos(x20))+0.0189*(cos(x21))+0.0563*(cos(x22))+0.0167*(cos(x23))+-0.0489*(cos(x24))+-0.0306*(cos(x25))+0.1523))+((0.0414*((x0)**2)+-0.2251*((x1)**2)+-0.1943*((x2)**2)+-0.2008*((x3)**2)+-0.1287*((x4)**2)+-0.2011*((x5)**2)+-0.1457*((x6)**2)+-0.1818*((x7)**2)+-0.1791*((x8)**2)+-0.1583*((x9)**2)+-0.1980*((x10)**2)+-0.2033*((x11)**2)+-0.2151*((x12)**2)+-0.2221*((x13)**2)+-0.1775*((x14)**2)+-0.1852*((x15)**2)+-0.1822*((x16)**2)+-0.1759*((x17)**2)+-0.1671*((x18)**2)+-0.2497*((x19)**2)+-0.2372*((x20)**2)+-0.1665*((x21)**2)+-0.1794*((x22)**2)+-0.1829*((x23)**2)+-0.1750*((x24)**2)+-0.1918*((x25)**2)+-0.0552)))+-0.0139)	
10	0.90567493	0.66285783	0.70649797	0.00167571	(-0.2099*(((0.2801*(cos(x0))+-0.1144*(cos(x1))+-0.0656*(cos(x2))+-0.0423*(cos(x3))+0.1701*(cos(x4))+-0.0419*(cos(x5))+0.1345*(cos(x6))+0.0120*(cos(x7))+0.0202*(cos(x8))+0.0310*(cos(x9))+-0.0552*(cos(x10))+-0.0782*(cos(x11))+-0.1132*(cos(x12))+-0.0922*(cos(x13))+0.0189*(cos(x14))+-0.0259*(cos(x15))+-0.0084*(cos(x16))+-0.0174*(cos(x17))+-0.0215*(cos(x18))+-0.1860*(cos(x19))+-0.1764*(cos(x20))+0.0189*(cos(x21))+0.0563*(cos(x22))+0.0167*(cos(x23))+-0.0489*(cos(x24))+-0.0306*(cos(x25))+0.1523))+((0.0414*((x0)**2)+-0.2251*((x1)**2)+-0.1943*((x2)**2)+-0.2008*((x3)**2)+-0.1287*((x4)**2)+-0.2011*((x5)**2)+-0.1457*((x6)**2)+-0.1818*((x7)**2)+-0.1791*((x8)**2)+-0.1583*((x9)**2)+-0.1980*((x10)**2)+-0.2033*((x11)**2)+-0.2151*((x12)**2)+-0.2221*((x13)**2)+-0.1775*((x14)**2)+-0.1852*((x15)**2)+-0.1822*((x16)**2)+-0.1759*((x17)**2)+-0.1671*((x18)**2)+-0.2497*((x19)**2)+-0.2372*((x20)**2)+-0.1665*((x21)**2)+-0.1794*((x22)**2)+-0.1829*((x23)**2)+-0.1750*((x24)**2)+-0.1918*((x25)**2)+-0.0552)))+-0.0139)	
