iteration	loss	baseline	error	formula	error	
1	0.14967208	0.20544891	0.20544891	4.55703402	(0.1603*((((-0.0049*(0)+0.1097*(0)+-0.0498*(0)+0.0219*(0)+-0.0933*(0)+-0.0157*(0)+0.1623*(0)+-0.1293*(0)+0.0298*(0)+0.0885*(0)+0.0768*(0)+0.1846))-((0.0081*((x0)**2)+0.1954*((x1)**2)+0.3413*((x2)**2)+0.3621*((x3)**2)+0.2027*((x4)**2)+0.4441*((x5)**2)+0.3175*((x6)**2)+-0.3452*((x7)**2)+-0.1450*((x8)**2)+0.5785*((x9)**2)+0.4443*((x10)**2)+-0.0932))))**2+3.9030)	
2	0.56653219	0.20401475	0.17676570	4.55703402	(0.1603*((((-0.0049*(0)+0.1097*(0)+-0.0498*(0)+0.0219*(0)+-0.0933*(0)+-0.0157*(0)+0.1623*(0)+-0.1293*(0)+0.0298*(0)+0.0885*(0)+0.0768*(0)+0.1846))-((0.0081*((x0)**2)+0.1954*((x1)**2)+0.3413*((x2)**2)+0.3621*((x3)**2)+0.2027*((x4)**2)+0.4441*((x5)**2)+0.3175*((x6)**2)+-0.3452*((x7)**2)+-0.1450*((x8)**2)+0.5785*((x9)**2)+0.4443*((x10)**2)+-0.0932))))**2+3.9030)	
3	1.37497425	0.20675281	0.25877598	0.00332253	(-0.7731*(((0.1478*(1)+-0.1415*(1)+0.0596*(1)+0.0662*(1)+0.0458*(1)+-0.1472*(1)+-0.0006*(1)+0.0101*(1)+-0.0001*(1)+0.0223*(1)+0.0130*(1)+-0.0556))+((0.0061*((x0)**2)+-0.6755*((x1)**2)+-0.6578*((x2)**2)+-0.6310*((x3)**2)+-0.6416*((x4)**2)+-0.6449*((x5)**2)+-0.6462*((x6)**2)+-0.6250*((x7)**2)+-0.6688*((x8)**2)+-0.6663*((x9)**2)+-0.6388*((x10)**2)+-0.0246)))+-0.0210)	
4	1.44659746	0.21134101	0.29851684	0.00159184	(-0.9544*(((-0.0011*(cos(x0))+-0.0245*(cos(x1))+-0.1214*(cos(x2))+-0.0556*(cos(x3))+0.0481*(cos(x4))+0.0310*(cos(x5))+-0.0158*(cos(x6))+0.0321*(cos(x7))+0.0267*(cos(x8))+-0.0499*(cos(x9))+0.0177*(cos(x10))+-0.0341))-((0.0058*((x0)**2)+0.5236*((x1)**2)+0.5609*((x2)**2)+0.5328*((x3)**2)+0.5098*((x4)**2)+0.5166*((x5)**2)+0.5401*((x6)**2)+0.5213*((x7)**2)+0.5186*((x8)**2)+0.5393*((x9)**2)+0.5168*((x10)**2)+-0.1337)))+-0.0083)	
5	0.12490834	0.21007399	0.18600069	0.00159184	(-0.9544*(((-0.0011*(cos(x0))+-0.0245*(cos(x1))+-0.1214*(cos(x2))+-0.0556*(cos(x3))+0.0481*(cos(x4))+0.0310*(cos(x5))+-0.0158*(cos(x6))+0.0321*(cos(x7))+0.0267*(cos(x8))+-0.0499*(cos(x9))+0.0177*(cos(x10))+-0.0341))-((0.0058*((x0)**2)+0.5236*((x1)**2)+0.5609*((x2)**2)+0.5328*((x3)**2)+0.5098*((x4)**2)+0.5166*((x5)**2)+0.5401*((x6)**2)+0.5213*((x7)**2)+0.5186*((x8)**2)+0.5393*((x9)**2)+0.5168*((x10)**2)+-0.1337)))+-0.0083)	
6	0.44857368	0.21259138	0.26042190	0.00159184	(-0.9544*(((-0.0011*(cos(x0))+-0.0245*(cos(x1))+-0.1214*(cos(x2))+-0.0556*(cos(x3))+0.0481*(cos(x4))+0.0310*(cos(x5))+-0.0158*(cos(x6))+0.0321*(cos(x7))+0.0267*(cos(x8))+-0.0499*(cos(x9))+0.0177*(cos(x10))+-0.0341))-((0.0058*((x0)**2)+0.5236*((x1)**2)+0.5609*((x2)**2)+0.5328*((x3)**2)+0.5098*((x4)**2)+0.5166*((x5)**2)+0.5401*((x6)**2)+0.5213*((x7)**2)+0.5186*((x8)**2)+0.5393*((x9)**2)+0.5168*((x10)**2)+-0.1337)))+-0.0083)	
7	0.49231115	0.21297885	0.22034071	0.00159184	(-0.9544*(((-0.0011*(cos(x0))+-0.0245*(cos(x1))+-0.1214*(cos(x2))+-0.0556*(cos(x3))+0.0481*(cos(x4))+0.0310*(cos(x5))+-0.0158*(cos(x6))+0.0321*(cos(x7))+0.0267*(cos(x8))+-0.0499*(cos(x9))+0.0177*(cos(x10))+-0.0341))-((0.0058*((x0)**2)+0.5236*((x1)**2)+0.5609*((x2)**2)+0.5328*((x3)**2)+0.5098*((x4)**2)+0.5166*((x5)**2)+0.5401*((x6)**2)+0.5213*((x7)**2)+0.5186*((x8)**2)+0.5393*((x9)**2)+0.5168*((x10)**2)+-0.1337)))+-0.0083)	
8	0.61340320	0.21466500	0.24670170	0.00159184	(-0.9544*(((-0.0011*(cos(x0))+-0.0245*(cos(x1))+-0.1214*(cos(x2))+-0.0556*(cos(x3))+0.0481*(cos(x4))+0.0310*(cos(x5))+-0.0158*(cos(x6))+0.0321*(cos(x7))+0.0267*(cos(x8))+-0.0499*(cos(x9))+0.0177*(cos(x10))+-0.0341))-((0.0058*((x0)**2)+0.5236*((x1)**2)+0.5609*((x2)**2)+0.5328*((x3)**2)+0.5098*((x4)**2)+0.5166*((x5)**2)+0.5401*((x6)**2)+0.5213*((x7)**2)+0.5186*((x8)**2)+0.5393*((x9)**2)+0.5168*((x10)**2)+-0.1337)))+-0.0083)	
9	0.10710483	0.21505916	0.22254835	0.00159184	(-0.9544*(((-0.0011*(cos(x0))+-0.0245*(cos(x1))+-0.1214*(cos(x2))+-0.0556*(cos(x3))+0.0481*(cos(x4))+0.0310*(cos(x5))+-0.0158*(cos(x6))+0.0321*(cos(x7))+0.0267*(cos(x8))+-0.0499*(cos(x9))+0.0177*(cos(x10))+-0.0341))-((0.0058*((x0)**2)+0.5236*((x1)**2)+0.5609*((x2)**2)+0.5328*((x3)**2)+0.5098*((x4)**2)+0.5166*((x5)**2)+0.5401*((x6)**2)+0.5213*((x7)**2)+0.5186*((x8)**2)+0.5393*((x9)**2)+0.5168*((x10)**2)+-0.1337)))+-0.0083)	
10	0.85013723	0.21822548	0.27838570	0.00159184	(-0.9544*(((-0.0011*(cos(x0))+-0.0245*(cos(x1))+-0.1214*(cos(x2))+-0.0556*(cos(x3))+0.0481*(cos(x4))+0.0310*(cos(x5))+-0.0158*(cos(x6))+0.0321*(cos(x7))+0.0267*(cos(x8))+-0.0499*(cos(x9))+0.0177*(cos(x10))+-0.0341))-((0.0058*((x0)**2)+0.5236*((x1)**2)+0.5609*((x2)**2)+0.5328*((x3)**2)+0.5098*((x4)**2)+0.5166*((x5)**2)+0.5401*((x6)**2)+0.5213*((x7)**2)+0.5186*((x8)**2)+0.5393*((x9)**2)+0.5168*((x10)**2)+-0.1337)))+-0.0083)	
