iteration	loss	baseline	error	formula	error	
1	1.11465645	0.53176641	0.53176641	0.01697486	(-0.0025*((((-0.0441*((x0)**2)+-0.0617*((x1)**2)+-0.0650*((x2)**2)+-0.0314*((x3)**2)+-0.0312*((x4)**2)+-0.0562*((x5)**2)+-0.0552*((x6)**2)+0.0000*((x7)**2)+-0.0489*((x8)**2)+-0.0301*((x9)**2)+-0.0017*((x10)**2)+-0.0524*((x11)**2)+-0.0392*((x12)**2)+-0.0398*((x13)**2)+-0.0338*((x14)**2)+-0.0506*((x15)**2)+-0.0605*((x16)**2)+-0.0492*((x17)**2)+-0.0339*((x18)**2)+-0.0497*((x19)**2)+-0.0551*((x20)**2)+-0.0536*((x21)**2)+-0.0606*((x22)**2)+-0.0544*((x23)**2)+-0.0499*((x24)**2)+-0.0509*((x25)**2)+-0.0629*((x26)**2)+-0.0453*((x27)**2)+-0.0389*((x28)**2)+-0.0410*((x29)**2)+-0.0728*((x30)**2)+-0.0197*((x31)**2)+-0.0223*((x32)**2)+-0.0495*((x33)**2)+-0.0513*((x34)**2)+-0.0499*((x35)**2)+-0.0649*((x36)**2)+-0.0678*((x37)**2)+-0.0338*((x38)**2)+-0.0599*((x39)**2)+-0.0615*((x40)**2)+-0.0189*((x41)**2)+-0.0267*((x42)**2)+-0.0027*((x43)**2)+-0.0554*((x44)**2)+-0.0365*((x45)**2)+-0.0669*((x46)**2)+-0.0468*((x47)**2)+-0.0238*((x48)**2)+-0.0405*((x49)**2)+-0.0556*((x50)**2)+-0.0503*((x51)**2)+-0.0598*((x52)**2)+-0.0479*((x53)**2)+-0.0464*((x54)**2)+-0.0657*((x55)**2)+-0.0472*((x56)**2)+-0.0599*((x57)**2)+-0.0478*((x58)**2)+-0.0601*((x59)**2)+-0.0552*((x60)**2)+-0.0059*((x61)**2)+-0.0607*((x62)**2)+-0.0684*((x63)**2)+-0.0182*((x64)**2)+-0.0480*((x65)**2)+-0.0558*((x66)**2)+-0.0592*((x67)**2)+-0.0128*((x68)**2)+-0.0461*((x69)**2)+-0.0233*((x70)**2)+-0.0613*((x71)**2)+-0.0479*((x72)**2)+-0.0154*((x73)**2)+-0.0402*((x74)**2)+-0.0172*((x75)**2)+-0.0406*((x76)**2)+-0.0553*((x77)**2)+-0.0540*((x78)**2)+-0.0649*((x79)**2)+-0.0409*((x80)**2)+-0.0373*((x81)**2)+-0.0191*((x82)**2)+-0.0621*((x83)**2)+-0.0261*((x84)**2)+-0.0570*((x85)**2)+-0.0577*((x86)**2)+-0.0605*((x87)**2)+-0.0654*((x88)**2)+-0.0488*((x89)**2)+-0.0647*((x90)**2)+-0.0250*((x91)**2)+-0.0591*((x92)**2)+-0.0389*((x93)**2)+-0.0521*((x94)**2)+-0.0318*((x95)**2)+-0.0410*((x96)**2)+-0.0629*((x97)**2)+-0.0450*((x98)**2)+-0.0391*((x99)**2)+-0.0512*((x100)**2)+-0.1018))+((0.1122*(0)+0.1185*(0)+-0.1394*(0)+0.0513*(0)+-0.0932*(0)+-0.0835*(0)+-0.0260*(0)+-0.0491*(0)+0.0745*(0)+-0.1014*(0)+0.1114*(0)+-0.1110*(0)+0.1108*(0)+0.0103*(0)+-0.1236*(0)+0.1881*(0)+-0.0931*(0)+0.1252*(0)+0.0216*(0)+0.0071*(0)+-0.0117*(0)+-0.1094*(0)+-0.0927*(0)+-0.0116*(0)+0.0344*(0)+0.0698*(0)+-0.0391*(0)+0.0346*(0)+-0.0696*(0)+0.2196*(0)+0.0519*(0)+0.0741*(0)+-0.0509*(0)+-0.0377*(0)+0.0718*(0)+-0.0747*(0)+0.0868*(0)+0.0076*(0)+0.0448*(0)+-0.0811*(0)+0.0346*(0)+-0.1766*(0)+0.0058*(0)+-0.0272*(0)+0.0128*(0)+0.0448*(0)+-0.0136*(0)+0.0249*(0)+0.0034*(0)+0.0600*(0)+0.0871*(0)+0.0562*(0)+0.1294*(0)+-0.0999*(0)+0.0507*(0)+0.0521*(0)+-0.0898*(0)+0.0159*(0)+0.0393*(0)+0.1905*(0)+0.0629*(0)+0.0370*(0)+0.0500*(0)+0.0986*(0)+0.0792*(0)+-0.1475*(0)+0.0084*(0)+0.1038*(0)+0.0484*(0)+0.1394*(0)+0.0089*(0)+0.0710*(0)+-0.1225*(0)+0.0828*(0)+0.0981*(0)+-0.0394*(0)+-0.0853*(0)+0.0753*(0)+0.0455*(0)+0.0706*(0)+-0.0523*(0)+0.1103*(0)+-0.2248*(0)+0.0755*(0)+0.1415*(0)+0.0159*(0)+-0.1253*(0)+0.1840*(0)+0.0251*(0)+0.0135*(0)+-0.0874*(0)+0.1443*(0)+-0.1463*(0)+0.0736*(0)+-0.0224*(0)+-0.0834*(0)+0.0101*(0)+-0.0925*(0)+-0.1051*(0)+-0.1283*(0)+0.0417*(0)+-0.0188))))**3+0.7465)	
2	0.39365628	0.53101754	0.51678878	0.01697486	(-0.0025*((((-0.0441*((x0)**2)+-0.0617*((x1)**2)+-0.0650*((x2)**2)+-0.0314*((x3)**2)+-0.0312*((x4)**2)+-0.0562*((x5)**2)+-0.0552*((x6)**2)+0.0000*((x7)**2)+-0.0489*((x8)**2)+-0.0301*((x9)**2)+-0.0017*((x10)**2)+-0.0524*((x11)**2)+-0.0392*((x12)**2)+-0.0398*((x13)**2)+-0.0338*((x14)**2)+-0.0506*((x15)**2)+-0.0605*((x16)**2)+-0.0492*((x17)**2)+-0.0339*((x18)**2)+-0.0497*((x19)**2)+-0.0551*((x20)**2)+-0.0536*((x21)**2)+-0.0606*((x22)**2)+-0.0544*((x23)**2)+-0.0499*((x24)**2)+-0.0509*((x25)**2)+-0.0629*((x26)**2)+-0.0453*((x27)**2)+-0.0389*((x28)**2)+-0.0410*((x29)**2)+-0.0728*((x30)**2)+-0.0197*((x31)**2)+-0.0223*((x32)**2)+-0.0495*((x33)**2)+-0.0513*((x34)**2)+-0.0499*((x35)**2)+-0.0649*((x36)**2)+-0.0678*((x37)**2)+-0.0338*((x38)**2)+-0.0599*((x39)**2)+-0.0615*((x40)**2)+-0.0189*((x41)**2)+-0.0267*((x42)**2)+-0.0027*((x43)**2)+-0.0554*((x44)**2)+-0.0365*((x45)**2)+-0.0669*((x46)**2)+-0.0468*((x47)**2)+-0.0238*((x48)**2)+-0.0405*((x49)**2)+-0.0556*((x50)**2)+-0.0503*((x51)**2)+-0.0598*((x52)**2)+-0.0479*((x53)**2)+-0.0464*((x54)**2)+-0.0657*((x55)**2)+-0.0472*((x56)**2)+-0.0599*((x57)**2)+-0.0478*((x58)**2)+-0.0601*((x59)**2)+-0.0552*((x60)**2)+-0.0059*((x61)**2)+-0.0607*((x62)**2)+-0.0684*((x63)**2)+-0.0182*((x64)**2)+-0.0480*((x65)**2)+-0.0558*((x66)**2)+-0.0592*((x67)**2)+-0.0128*((x68)**2)+-0.0461*((x69)**2)+-0.0233*((x70)**2)+-0.0613*((x71)**2)+-0.0479*((x72)**2)+-0.0154*((x73)**2)+-0.0402*((x74)**2)+-0.0172*((x75)**2)+-0.0406*((x76)**2)+-0.0553*((x77)**2)+-0.0540*((x78)**2)+-0.0649*((x79)**2)+-0.0409*((x80)**2)+-0.0373*((x81)**2)+-0.0191*((x82)**2)+-0.0621*((x83)**2)+-0.0261*((x84)**2)+-0.0570*((x85)**2)+-0.0577*((x86)**2)+-0.0605*((x87)**2)+-0.0654*((x88)**2)+-0.0488*((x89)**2)+-0.0647*((x90)**2)+-0.0250*((x91)**2)+-0.0591*((x92)**2)+-0.0389*((x93)**2)+-0.0521*((x94)**2)+-0.0318*((x95)**2)+-0.0410*((x96)**2)+-0.0629*((x97)**2)+-0.0450*((x98)**2)+-0.0391*((x99)**2)+-0.0512*((x100)**2)+-0.1018))+((0.1122*(0)+0.1185*(0)+-0.1394*(0)+0.0513*(0)+-0.0932*(0)+-0.0835*(0)+-0.0260*(0)+-0.0491*(0)+0.0745*(0)+-0.1014*(0)+0.1114*(0)+-0.1110*(0)+0.1108*(0)+0.0103*(0)+-0.1236*(0)+0.1881*(0)+-0.0931*(0)+0.1252*(0)+0.0216*(0)+0.0071*(0)+-0.0117*(0)+-0.1094*(0)+-0.0927*(0)+-0.0116*(0)+0.0344*(0)+0.0698*(0)+-0.0391*(0)+0.0346*(0)+-0.0696*(0)+0.2196*(0)+0.0519*(0)+0.0741*(0)+-0.0509*(0)+-0.0377*(0)+0.0718*(0)+-0.0747*(0)+0.0868*(0)+0.0076*(0)+0.0448*(0)+-0.0811*(0)+0.0346*(0)+-0.1766*(0)+0.0058*(0)+-0.0272*(0)+0.0128*(0)+0.0448*(0)+-0.0136*(0)+0.0249*(0)+0.0034*(0)+0.0600*(0)+0.0871*(0)+0.0562*(0)+0.1294*(0)+-0.0999*(0)+0.0507*(0)+0.0521*(0)+-0.0898*(0)+0.0159*(0)+0.0393*(0)+0.1905*(0)+0.0629*(0)+0.0370*(0)+0.0500*(0)+0.0986*(0)+0.0792*(0)+-0.1475*(0)+0.0084*(0)+0.1038*(0)+0.0484*(0)+0.1394*(0)+0.0089*(0)+0.0710*(0)+-0.1225*(0)+0.0828*(0)+0.0981*(0)+-0.0394*(0)+-0.0853*(0)+0.0753*(0)+0.0455*(0)+0.0706*(0)+-0.0523*(0)+0.1103*(0)+-0.2248*(0)+0.0755*(0)+0.1415*(0)+0.0159*(0)+-0.1253*(0)+0.1840*(0)+0.0251*(0)+0.0135*(0)+-0.0874*(0)+0.1443*(0)+-0.1463*(0)+0.0736*(0)+-0.0224*(0)+-0.0834*(0)+0.0101*(0)+-0.0925*(0)+-0.1051*(0)+-0.1283*(0)+0.0417*(0)+-0.0188))))**3+0.7465)	
3	1.16728878	0.53915972	0.69386071	0.01184324	(-0.2434*(((-0.1334*(cos(x0))+0.2060*(cos(x1))+0.0863*(cos(x2))+0.1358*(cos(x3))+0.0747*(cos(x4))+0.0636*(cos(x5))+0.0856*(cos(x6))+0.2049*(cos(x7))+0.2251*(cos(x8))+0.1152*(cos(x9))+0.1610*(cos(x10))+0.1574*(cos(x11))+0.1267*(cos(x12))+0.0930*(cos(x13))+0.1866*(cos(x14))+0.1407*(cos(x15))+0.1698*(cos(x16))+0.0746*(cos(x17))+0.0858*(cos(x18))+0.1936*(cos(x19))+0.1103*(cos(x20))+0.0829*(cos(x21))+0.2086*(cos(x22))+0.0373*(cos(x23))+0.1089*(cos(x24))+0.1301*(cos(x25))+0.1775*(cos(x26))+0.0548*(cos(x27))+0.1632*(cos(x28))+0.0881*(cos(x29))+0.1219*(cos(x30))+0.1394*(cos(x31))+0.1729*(cos(x32))+0.1394*(cos(x33))+0.1658*(cos(x34))+0.1706*(cos(x35))+0.1472*(cos(x36))+0.0808*(cos(x37))+0.1284*(cos(x38))+0.1454*(cos(x39))+0.1022*(cos(x40))+0.0230*(cos(x41))+0.2189*(cos(x42))+0.1719*(cos(x43))+0.1396*(cos(x44))+0.0552*(cos(x45))+0.1146*(cos(x46))+0.0841*(cos(x47))+0.1474*(cos(x48))+0.1434*(cos(x49))+0.2086*(cos(x50))+0.1613*(cos(x51))+0.1586*(cos(x52))+0.1333*(cos(x53))+0.1442*(cos(x54))+0.0748*(cos(x55))+0.1744*(cos(x56))+0.1356*(cos(x57))+0.0602*(cos(x58))+0.1797*(cos(x59))+0.1532*(cos(x60))+0.0918*(cos(x61))+0.1236*(cos(x62))+0.1648*(cos(x63))+0.1354*(cos(x64))+0.1765*(cos(x65))+0.2063*(cos(x66))+0.2251*(cos(x67))+0.1719*(cos(x68))+0.1911*(cos(x69))+0.1220*(cos(x70))+0.1476*(cos(x71))+0.2581*(cos(x72))+0.2168*(cos(x73))+0.1159*(cos(x74))+0.0656*(cos(x75))+0.1371*(cos(x76))+0.1102*(cos(x77))+0.1267*(cos(x78))+0.0871*(cos(x79))+0.1688*(cos(x80))+0.1195*(cos(x81))+0.1933*(cos(x82))+0.1295*(cos(x83))+0.1314*(cos(x84))+0.0208*(cos(x85))+0.2131*(cos(x86))+0.0359*(cos(x87))+0.1297*(cos(x88))+0.0978*(cos(x89))+0.1601*(cos(x90))+0.0695*(cos(x91))+0.1134*(cos(x92))+0.1066*(cos(x93))+0.1130*(cos(x94))+0.1496*(cos(x95))+0.1249*(cos(x96))+0.1801*(cos(x97))+0.1862*(cos(x98))+0.1119*(cos(x99))+0.0303*(cos(x100))+0.4568))-((0.0617*(0)+-0.1673*(0)+0.0637*(0)+-0.0781*(0)+-0.0595*(0)+-0.1078*(0)+-0.0169*(0)+0.1379*(0)+-0.0126*(0)+0.1300*(0)+-0.0854*(0)+-0.1132*(0)+-0.0829*(0)+0.1058*(0)+0.0401*(0)+-0.1074*(0)+0.1184*(0)+0.0032*(0)+0.1209*(0)+-0.0611*(0)+-0.0677*(0)+-0.0196*(0)+-0.1457*(0)+0.0202*(0)+0.0159*(0)+0.0920*(0)+-0.0461*(0)+-0.0329*(0)+0.0921*(0)+-0.0362*(0)+0.0095*(0)+-0.2054*(0)+-0.0016*(0)+0.0279*(0)+0.0586*(0)+0.0550*(0)+0.0347*(0)+-0.0885*(0)+-0.0280*(0)+0.1411*(0)+0.0418*(0)+-0.0791*(0)+0.0331*(0)+-0.0068*(0)+0.0763*(0)+-0.0258*(0)+0.0632*(0)+-0.0484*(0)+-0.1097*(0)+-0.1547*(0)+-0.0182*(0)+0.0508*(0)+-0.1133*(0)+-0.0481*(0)+0.0551*(0)+0.1735*(0)+-0.0287*(0)+-0.0011*(0)+0.0485*(0)+0.1535*(0)+-0.0377*(0)+-0.1035*(0)+0.0381*(0)+0.1092*(0)+0.0796*(0)+0.0675*(0)+0.0455*(0)+-0.0555*(0)+-0.0396*(0)+0.0631*(0)+0.0617*(0)+-0.1658*(0)+-0.0815*(0)+0.0490*(0)+0.0326*(0)+0.2039*(0)+-0.0985*(0)+0.0413*(0)+0.0878*(0)+0.0871*(0)+0.1665*(0)+-0.2178*(0)+0.0620*(0)+-0.0916*(0)+-0.1643*(0)+-0.0064*(0)+0.1990*(0)+-0.0400*(0)+-0.0453*(0)+-0.0152*(0)+0.0915*(0)+0.0081*(0)+0.0296*(0)+-0.0371*(0)+-0.0118*(0)+-0.0665*(0)+-0.1821*(0)+-0.0919*(0)+-0.2493*(0)+0.1349*(0)+-0.1267*(0)+-0.4209)))+3.2165)	
4	0.80869389	0.54222393	0.60044396	0.01184324	(-0.2434*(((-0.1334*(cos(x0))+0.2060*(cos(x1))+0.0863*(cos(x2))+0.1358*(cos(x3))+0.0747*(cos(x4))+0.0636*(cos(x5))+0.0856*(cos(x6))+0.2049*(cos(x7))+0.2251*(cos(x8))+0.1152*(cos(x9))+0.1610*(cos(x10))+0.1574*(cos(x11))+0.1267*(cos(x12))+0.0930*(cos(x13))+0.1866*(cos(x14))+0.1407*(cos(x15))+0.1698*(cos(x16))+0.0746*(cos(x17))+0.0858*(cos(x18))+0.1936*(cos(x19))+0.1103*(cos(x20))+0.0829*(cos(x21))+0.2086*(cos(x22))+0.0373*(cos(x23))+0.1089*(cos(x24))+0.1301*(cos(x25))+0.1775*(cos(x26))+0.0548*(cos(x27))+0.1632*(cos(x28))+0.0881*(cos(x29))+0.1219*(cos(x30))+0.1394*(cos(x31))+0.1729*(cos(x32))+0.1394*(cos(x33))+0.1658*(cos(x34))+0.1706*(cos(x35))+0.1472*(cos(x36))+0.0808*(cos(x37))+0.1284*(cos(x38))+0.1454*(cos(x39))+0.1022*(cos(x40))+0.0230*(cos(x41))+0.2189*(cos(x42))+0.1719*(cos(x43))+0.1396*(cos(x44))+0.0552*(cos(x45))+0.1146*(cos(x46))+0.0841*(cos(x47))+0.1474*(cos(x48))+0.1434*(cos(x49))+0.2086*(cos(x50))+0.1613*(cos(x51))+0.1586*(cos(x52))+0.1333*(cos(x53))+0.1442*(cos(x54))+0.0748*(cos(x55))+0.1744*(cos(x56))+0.1356*(cos(x57))+0.0602*(cos(x58))+0.1797*(cos(x59))+0.1532*(cos(x60))+0.0918*(cos(x61))+0.1236*(cos(x62))+0.1648*(cos(x63))+0.1354*(cos(x64))+0.1765*(cos(x65))+0.2063*(cos(x66))+0.2251*(cos(x67))+0.1719*(cos(x68))+0.1911*(cos(x69))+0.1220*(cos(x70))+0.1476*(cos(x71))+0.2581*(cos(x72))+0.2168*(cos(x73))+0.1159*(cos(x74))+0.0656*(cos(x75))+0.1371*(cos(x76))+0.1102*(cos(x77))+0.1267*(cos(x78))+0.0871*(cos(x79))+0.1688*(cos(x80))+0.1195*(cos(x81))+0.1933*(cos(x82))+0.1295*(cos(x83))+0.1314*(cos(x84))+0.0208*(cos(x85))+0.2131*(cos(x86))+0.0359*(cos(x87))+0.1297*(cos(x88))+0.0978*(cos(x89))+0.1601*(cos(x90))+0.0695*(cos(x91))+0.1134*(cos(x92))+0.1066*(cos(x93))+0.1130*(cos(x94))+0.1496*(cos(x95))+0.1249*(cos(x96))+0.1801*(cos(x97))+0.1862*(cos(x98))+0.1119*(cos(x99))+0.0303*(cos(x100))+0.4568))-((0.0617*(0)+-0.1673*(0)+0.0637*(0)+-0.0781*(0)+-0.0595*(0)+-0.1078*(0)+-0.0169*(0)+0.1379*(0)+-0.0126*(0)+0.1300*(0)+-0.0854*(0)+-0.1132*(0)+-0.0829*(0)+0.1058*(0)+0.0401*(0)+-0.1074*(0)+0.1184*(0)+0.0032*(0)+0.1209*(0)+-0.0611*(0)+-0.0677*(0)+-0.0196*(0)+-0.1457*(0)+0.0202*(0)+0.0159*(0)+0.0920*(0)+-0.0461*(0)+-0.0329*(0)+0.0921*(0)+-0.0362*(0)+0.0095*(0)+-0.2054*(0)+-0.0016*(0)+0.0279*(0)+0.0586*(0)+0.0550*(0)+0.0347*(0)+-0.0885*(0)+-0.0280*(0)+0.1411*(0)+0.0418*(0)+-0.0791*(0)+0.0331*(0)+-0.0068*(0)+0.0763*(0)+-0.0258*(0)+0.0632*(0)+-0.0484*(0)+-0.1097*(0)+-0.1547*(0)+-0.0182*(0)+0.0508*(0)+-0.1133*(0)+-0.0481*(0)+0.0551*(0)+0.1735*(0)+-0.0287*(0)+-0.0011*(0)+0.0485*(0)+0.1535*(0)+-0.0377*(0)+-0.1035*(0)+0.0381*(0)+0.1092*(0)+0.0796*(0)+0.0675*(0)+0.0455*(0)+-0.0555*(0)+-0.0396*(0)+0.0631*(0)+0.0617*(0)+-0.1658*(0)+-0.0815*(0)+0.0490*(0)+0.0326*(0)+0.2039*(0)+-0.0985*(0)+0.0413*(0)+0.0878*(0)+0.0871*(0)+0.1665*(0)+-0.2178*(0)+0.0620*(0)+-0.0916*(0)+-0.1643*(0)+-0.0064*(0)+0.1990*(0)+-0.0400*(0)+-0.0453*(0)+-0.0152*(0)+0.0915*(0)+0.0081*(0)+0.0296*(0)+-0.0371*(0)+-0.0118*(0)+-0.0665*(0)+-0.1821*(0)+-0.0919*(0)+-0.2493*(0)+0.1349*(0)+-0.1267*(0)+-0.4209)))+3.2165)	
5	0.99925518	0.54864991	0.67074460	0.01184324	(-0.2434*(((-0.1334*(cos(x0))+0.2060*(cos(x1))+0.0863*(cos(x2))+0.1358*(cos(x3))+0.0747*(cos(x4))+0.0636*(cos(x5))+0.0856*(cos(x6))+0.2049*(cos(x7))+0.2251*(cos(x8))+0.1152*(cos(x9))+0.1610*(cos(x10))+0.1574*(cos(x11))+0.1267*(cos(x12))+0.0930*(cos(x13))+0.1866*(cos(x14))+0.1407*(cos(x15))+0.1698*(cos(x16))+0.0746*(cos(x17))+0.0858*(cos(x18))+0.1936*(cos(x19))+0.1103*(cos(x20))+0.0829*(cos(x21))+0.2086*(cos(x22))+0.0373*(cos(x23))+0.1089*(cos(x24))+0.1301*(cos(x25))+0.1775*(cos(x26))+0.0548*(cos(x27))+0.1632*(cos(x28))+0.0881*(cos(x29))+0.1219*(cos(x30))+0.1394*(cos(x31))+0.1729*(cos(x32))+0.1394*(cos(x33))+0.1658*(cos(x34))+0.1706*(cos(x35))+0.1472*(cos(x36))+0.0808*(cos(x37))+0.1284*(cos(x38))+0.1454*(cos(x39))+0.1022*(cos(x40))+0.0230*(cos(x41))+0.2189*(cos(x42))+0.1719*(cos(x43))+0.1396*(cos(x44))+0.0552*(cos(x45))+0.1146*(cos(x46))+0.0841*(cos(x47))+0.1474*(cos(x48))+0.1434*(cos(x49))+0.2086*(cos(x50))+0.1613*(cos(x51))+0.1586*(cos(x52))+0.1333*(cos(x53))+0.1442*(cos(x54))+0.0748*(cos(x55))+0.1744*(cos(x56))+0.1356*(cos(x57))+0.0602*(cos(x58))+0.1797*(cos(x59))+0.1532*(cos(x60))+0.0918*(cos(x61))+0.1236*(cos(x62))+0.1648*(cos(x63))+0.1354*(cos(x64))+0.1765*(cos(x65))+0.2063*(cos(x66))+0.2251*(cos(x67))+0.1719*(cos(x68))+0.1911*(cos(x69))+0.1220*(cos(x70))+0.1476*(cos(x71))+0.2581*(cos(x72))+0.2168*(cos(x73))+0.1159*(cos(x74))+0.0656*(cos(x75))+0.1371*(cos(x76))+0.1102*(cos(x77))+0.1267*(cos(x78))+0.0871*(cos(x79))+0.1688*(cos(x80))+0.1195*(cos(x81))+0.1933*(cos(x82))+0.1295*(cos(x83))+0.1314*(cos(x84))+0.0208*(cos(x85))+0.2131*(cos(x86))+0.0359*(cos(x87))+0.1297*(cos(x88))+0.0978*(cos(x89))+0.1601*(cos(x90))+0.0695*(cos(x91))+0.1134*(cos(x92))+0.1066*(cos(x93))+0.1130*(cos(x94))+0.1496*(cos(x95))+0.1249*(cos(x96))+0.1801*(cos(x97))+0.1862*(cos(x98))+0.1119*(cos(x99))+0.0303*(cos(x100))+0.4568))-((0.0617*(0)+-0.1673*(0)+0.0637*(0)+-0.0781*(0)+-0.0595*(0)+-0.1078*(0)+-0.0169*(0)+0.1379*(0)+-0.0126*(0)+0.1300*(0)+-0.0854*(0)+-0.1132*(0)+-0.0829*(0)+0.1058*(0)+0.0401*(0)+-0.1074*(0)+0.1184*(0)+0.0032*(0)+0.1209*(0)+-0.0611*(0)+-0.0677*(0)+-0.0196*(0)+-0.1457*(0)+0.0202*(0)+0.0159*(0)+0.0920*(0)+-0.0461*(0)+-0.0329*(0)+0.0921*(0)+-0.0362*(0)+0.0095*(0)+-0.2054*(0)+-0.0016*(0)+0.0279*(0)+0.0586*(0)+0.0550*(0)+0.0347*(0)+-0.0885*(0)+-0.0280*(0)+0.1411*(0)+0.0418*(0)+-0.0791*(0)+0.0331*(0)+-0.0068*(0)+0.0763*(0)+-0.0258*(0)+0.0632*(0)+-0.0484*(0)+-0.1097*(0)+-0.1547*(0)+-0.0182*(0)+0.0508*(0)+-0.1133*(0)+-0.0481*(0)+0.0551*(0)+0.1735*(0)+-0.0287*(0)+-0.0011*(0)+0.0485*(0)+0.1535*(0)+-0.0377*(0)+-0.1035*(0)+0.0381*(0)+0.1092*(0)+0.0796*(0)+0.0675*(0)+0.0455*(0)+-0.0555*(0)+-0.0396*(0)+0.0631*(0)+0.0617*(0)+-0.1658*(0)+-0.0815*(0)+0.0490*(0)+0.0326*(0)+0.2039*(0)+-0.0985*(0)+0.0413*(0)+0.0878*(0)+0.0871*(0)+0.1665*(0)+-0.2178*(0)+0.0620*(0)+-0.0916*(0)+-0.1643*(0)+-0.0064*(0)+0.1990*(0)+-0.0400*(0)+-0.0453*(0)+-0.0152*(0)+0.0915*(0)+0.0081*(0)+0.0296*(0)+-0.0371*(0)+-0.0118*(0)+-0.0665*(0)+-0.1821*(0)+-0.0919*(0)+-0.2493*(0)+0.1349*(0)+-0.1267*(0)+-0.4209)))+3.2165)	
