iteration	loss	baseline	error	formula	error	
1	0.13935249	0.31497166	0.31497166	2.68531966	(0.3198*exp((((0.1746*(1)+0.2145*(1)+0.1233*(1)+0.2792*(1)+0.3475*(1)+0.0716*(1)+0.2581))+((0.2544*(x0)+-0.0556*(x1)+-0.0020*(x2)+0.0140*(x3)+0.0721*(x4)+-0.0493*(x5)+0.2264))))+0.1746)	
2	0.14193670	0.31410182	0.29757524	2.68531966	(0.3198*exp((((0.1746*(1)+0.2145*(1)+0.1233*(1)+0.2792*(1)+0.3475*(1)+0.0716*(1)+0.2581))+((0.2544*(x0)+-0.0556*(x1)+-0.0020*(x2)+0.0140*(x3)+0.0721*(x4)+-0.0493*(x5)+0.2264))))+0.1746)	
3	1.25446606	0.31639197	0.35990563	0.00011062	(0.9127*(((-0.0047*((x0)**2)+0.5501*((x1)**2)+0.5507*((x2)**2)+0.5498*((x3)**2)+0.5484*((x4)**2)+0.5452*((x5)**2)+-0.1085))-((-0.0073*(sin(x0))+0.0000*(sin(x1))+0.0030*(sin(x2))+0.0030*(sin(x3))+0.0048*(sin(x4))+0.0017*(sin(x5))+-0.0954)))+0.0021)	
4	1.24766862	0.32058039	0.40016052	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
5	0.54180533	0.31752551	0.25948307	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
6	1.50166380	0.31260192	0.21905422	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
7	0.15926568	0.31021735	0.26491022	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
8	0.52481562	0.31153187	0.33650777	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
9	0.66923743	0.31151733	0.31124136	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
10	0.99313068	0.31361169	0.35340399	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
11	0.61784089	0.31073365	0.25605088	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
12	0.67107141	0.30826369	0.26133454	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
13	0.69971532	0.30975884	0.33816701	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
14	1.13861406	0.31473681	0.40931842	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
15	1.35953391	0.31659973	0.35199517	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
16	0.28304744	0.31593949	0.30339453	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
17	0.31133842	0.31324211	0.26199245	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
18	0.46746740	0.31180239	0.28444794	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
19	0.85217398	0.31460217	0.36779806	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
20	0.67667896	0.31822550	0.38706875	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
21	0.11300142	0.31777075	0.30913052	0.00005543	(-0.8852*(((0.0043*(sin(x0))+-0.0016*(sin(x1))+0.0006*(sin(x2))+0.0040*(sin(x3))+0.0015*(sin(x4))+0.0005*(sin(x5))+0.1064))+((-0.0028*((x0)**2)+-0.5652*((x1)**2)+-0.5671*((x2)**2)+-0.5643*((x3)**2)+-0.5662*((x4)**2)+-0.5645*((x5)**2)+-0.0221)))+0.0677)	
