iteration	loss	baseline	error	formula	error	
1	1.48211658	0.22962351	0.22962351	0.04075641	(2.3591*(((-0.0369*(0)+-0.1023*(0)+-0.0559*(0)+0.0172*(0)+0.0079*(0)+0.1127*(0)+-0.0196*(0)+-0.1356*(0)+-0.0506*(0)+0.0924*(0)+-0.0862*(0)+0.0630*(0)+0.0591*(0)+-0.1328*(0)+0.1730*(0)+0.1395*(0)+-0.0183*(0)+0.0825*(0)+0.2164*(0)+-0.0260*(0)+-0.0267*(0)+-0.1959))+((0.0250*((x0)**2)+0.2051*((x1)**2)+0.2032*((x2)**2)+0.1985*((x3)**2)+0.1981*((x4)**2)+0.2107*((x5)**2)+0.2161*((x6)**2)+0.2080*((x7)**2)+0.1953*((x8)**2)+0.2003*((x9)**2)+0.2122*((x10)**2)+0.2150*((x11)**2)+0.1954*((x12)**2)+0.2035*((x13)**2)+0.2055*((x14)**2)+0.2025*((x15)**2)+0.1921*((x16)**2)+0.1988*((x17)**2)+0.1970*((x18)**2)+0.2123*((x19)**2)+0.2148*((x20)**2)+0.0058)))+0.8218)	
2	0.26215726	0.22523688	0.14189105	0.04075641	(2.3591*(((-0.0369*(0)+-0.1023*(0)+-0.0559*(0)+0.0172*(0)+0.0079*(0)+0.1127*(0)+-0.0196*(0)+-0.1356*(0)+-0.0506*(0)+0.0924*(0)+-0.0862*(0)+0.0630*(0)+0.0591*(0)+-0.1328*(0)+0.1730*(0)+0.1395*(0)+-0.0183*(0)+0.0825*(0)+0.2164*(0)+-0.0260*(0)+-0.0267*(0)+-0.1959))+((0.0250*((x0)**2)+0.2051*((x1)**2)+0.2032*((x2)**2)+0.1985*((x3)**2)+0.1981*((x4)**2)+0.2107*((x5)**2)+0.2161*((x6)**2)+0.2080*((x7)**2)+0.1953*((x8)**2)+0.2003*((x9)**2)+0.2122*((x10)**2)+0.2150*((x11)**2)+0.1954*((x12)**2)+0.2035*((x13)**2)+0.2055*((x14)**2)+0.2025*((x15)**2)+0.1921*((x16)**2)+0.1988*((x17)**2)+0.1970*((x18)**2)+0.2123*((x19)**2)+0.2148*((x20)**2)+0.0058)))+0.8218)	
3	0.31032005	0.22105807	0.14166084	0.04075641	(2.3591*(((-0.0369*(0)+-0.1023*(0)+-0.0559*(0)+0.0172*(0)+0.0079*(0)+0.1127*(0)+-0.0196*(0)+-0.1356*(0)+-0.0506*(0)+0.0924*(0)+-0.0862*(0)+0.0630*(0)+0.0591*(0)+-0.1328*(0)+0.1730*(0)+0.1395*(0)+-0.0183*(0)+0.0825*(0)+0.2164*(0)+-0.0260*(0)+-0.0267*(0)+-0.1959))+((0.0250*((x0)**2)+0.2051*((x1)**2)+0.2032*((x2)**2)+0.1985*((x3)**2)+0.1981*((x4)**2)+0.2107*((x5)**2)+0.2161*((x6)**2)+0.2080*((x7)**2)+0.1953*((x8)**2)+0.2003*((x9)**2)+0.2122*((x10)**2)+0.2150*((x11)**2)+0.1954*((x12)**2)+0.2035*((x13)**2)+0.2055*((x14)**2)+0.2025*((x15)**2)+0.1921*((x16)**2)+0.1988*((x17)**2)+0.1970*((x18)**2)+0.2123*((x19)**2)+0.2148*((x20)**2)+0.0058)))+0.8218)	
4	0.14394967	0.21821974	0.16429162	0.04075641	(2.3591*(((-0.0369*(0)+-0.1023*(0)+-0.0559*(0)+0.0172*(0)+0.0079*(0)+0.1127*(0)+-0.0196*(0)+-0.1356*(0)+-0.0506*(0)+0.0924*(0)+-0.0862*(0)+0.0630*(0)+0.0591*(0)+-0.1328*(0)+0.1730*(0)+0.1395*(0)+-0.0183*(0)+0.0825*(0)+0.2164*(0)+-0.0260*(0)+-0.0267*(0)+-0.1959))+((0.0250*((x0)**2)+0.2051*((x1)**2)+0.2032*((x2)**2)+0.1985*((x3)**2)+0.1981*((x4)**2)+0.2107*((x5)**2)+0.2161*((x6)**2)+0.2080*((x7)**2)+0.1953*((x8)**2)+0.2003*((x9)**2)+0.2122*((x10)**2)+0.2150*((x11)**2)+0.1954*((x12)**2)+0.2035*((x13)**2)+0.2055*((x14)**2)+0.2025*((x15)**2)+0.1921*((x16)**2)+0.1988*((x17)**2)+0.1970*((x18)**2)+0.2123*((x19)**2)+0.2148*((x20)**2)+0.0058)))+0.8218)	
5	0.56229991	0.21154197	0.08466426	0.04075641	(2.3591*(((-0.0369*(0)+-0.1023*(0)+-0.0559*(0)+0.0172*(0)+0.0079*(0)+0.1127*(0)+-0.0196*(0)+-0.1356*(0)+-0.0506*(0)+0.0924*(0)+-0.0862*(0)+0.0630*(0)+0.0591*(0)+-0.1328*(0)+0.1730*(0)+0.1395*(0)+-0.0183*(0)+0.0825*(0)+0.2164*(0)+-0.0260*(0)+-0.0267*(0)+-0.1959))+((0.0250*((x0)**2)+0.2051*((x1)**2)+0.2032*((x2)**2)+0.1985*((x3)**2)+0.1981*((x4)**2)+0.2107*((x5)**2)+0.2161*((x6)**2)+0.2080*((x7)**2)+0.1953*((x8)**2)+0.2003*((x9)**2)+0.2122*((x10)**2)+0.2150*((x11)**2)+0.1954*((x12)**2)+0.2035*((x13)**2)+0.2055*((x14)**2)+0.2025*((x15)**2)+0.1921*((x16)**2)+0.1988*((x17)**2)+0.1970*((x18)**2)+0.2123*((x19)**2)+0.2148*((x20)**2)+0.0058)))+0.8218)	
6	1.01535833	0.20930468	0.16679601	0.04075641	(2.3591*(((-0.0369*(0)+-0.1023*(0)+-0.0559*(0)+0.0172*(0)+0.0079*(0)+0.1127*(0)+-0.0196*(0)+-0.1356*(0)+-0.0506*(0)+0.0924*(0)+-0.0862*(0)+0.0630*(0)+0.0591*(0)+-0.1328*(0)+0.1730*(0)+0.1395*(0)+-0.0183*(0)+0.0825*(0)+0.2164*(0)+-0.0260*(0)+-0.0267*(0)+-0.1959))+((0.0250*((x0)**2)+0.2051*((x1)**2)+0.2032*((x2)**2)+0.1985*((x3)**2)+0.1981*((x4)**2)+0.2107*((x5)**2)+0.2161*((x6)**2)+0.2080*((x7)**2)+0.1953*((x8)**2)+0.2003*((x9)**2)+0.2122*((x10)**2)+0.2150*((x11)**2)+0.1954*((x12)**2)+0.2035*((x13)**2)+0.2055*((x14)**2)+0.2025*((x15)**2)+0.1921*((x16)**2)+0.1988*((x17)**2)+0.1970*((x18)**2)+0.2123*((x19)**2)+0.2148*((x20)**2)+0.0058)))+0.8218)	
7	0.07423577	0.20642784	0.15176789	0.04075641	(2.3591*(((-0.0369*(0)+-0.1023*(0)+-0.0559*(0)+0.0172*(0)+0.0079*(0)+0.1127*(0)+-0.0196*(0)+-0.1356*(0)+-0.0506*(0)+0.0924*(0)+-0.0862*(0)+0.0630*(0)+0.0591*(0)+-0.1328*(0)+0.1730*(0)+0.1395*(0)+-0.0183*(0)+0.0825*(0)+0.2164*(0)+-0.0260*(0)+-0.0267*(0)+-0.1959))+((0.0250*((x0)**2)+0.2051*((x1)**2)+0.2032*((x2)**2)+0.1985*((x3)**2)+0.1981*((x4)**2)+0.2107*((x5)**2)+0.2161*((x6)**2)+0.2080*((x7)**2)+0.1953*((x8)**2)+0.2003*((x9)**2)+0.2122*((x10)**2)+0.2150*((x11)**2)+0.1954*((x12)**2)+0.2035*((x13)**2)+0.2055*((x14)**2)+0.2025*((x15)**2)+0.1921*((x16)**2)+0.1988*((x17)**2)+0.1970*((x18)**2)+0.2123*((x19)**2)+0.2148*((x20)**2)+0.0058)))+0.8218)	
8	0.80053788	0.20195125	0.11689601	0.04075641	(2.3591*(((-0.0369*(0)+-0.1023*(0)+-0.0559*(0)+0.0172*(0)+0.0079*(0)+0.1127*(0)+-0.0196*(0)+-0.1356*(0)+-0.0506*(0)+0.0924*(0)+-0.0862*(0)+0.0630*(0)+0.0591*(0)+-0.1328*(0)+0.1730*(0)+0.1395*(0)+-0.0183*(0)+0.0825*(0)+0.2164*(0)+-0.0260*(0)+-0.0267*(0)+-0.1959))+((0.0250*((x0)**2)+0.2051*((x1)**2)+0.2032*((x2)**2)+0.1985*((x3)**2)+0.1981*((x4)**2)+0.2107*((x5)**2)+0.2161*((x6)**2)+0.2080*((x7)**2)+0.1953*((x8)**2)+0.2003*((x9)**2)+0.2122*((x10)**2)+0.2150*((x11)**2)+0.1954*((x12)**2)+0.2035*((x13)**2)+0.2055*((x14)**2)+0.2025*((x15)**2)+0.1921*((x16)**2)+0.1988*((x17)**2)+0.1970*((x18)**2)+0.2123*((x19)**2)+0.2148*((x20)**2)+0.0058)))+0.8218)	
9	0.06018740	0.19835502	0.13002668	0.04075641	(2.3591*(((-0.0369*(0)+-0.1023*(0)+-0.0559*(0)+0.0172*(0)+0.0079*(0)+0.1127*(0)+-0.0196*(0)+-0.1356*(0)+-0.0506*(0)+0.0924*(0)+-0.0862*(0)+0.0630*(0)+0.0591*(0)+-0.1328*(0)+0.1730*(0)+0.1395*(0)+-0.0183*(0)+0.0825*(0)+0.2164*(0)+-0.0260*(0)+-0.0267*(0)+-0.1959))+((0.0250*((x0)**2)+0.2051*((x1)**2)+0.2032*((x2)**2)+0.1985*((x3)**2)+0.1981*((x4)**2)+0.2107*((x5)**2)+0.2161*((x6)**2)+0.2080*((x7)**2)+0.1953*((x8)**2)+0.2003*((x9)**2)+0.2122*((x10)**2)+0.2150*((x11)**2)+0.1954*((x12)**2)+0.2035*((x13)**2)+0.2055*((x14)**2)+0.2025*((x15)**2)+0.1921*((x16)**2)+0.1988*((x17)**2)+0.1970*((x18)**2)+0.2123*((x19)**2)+0.2148*((x20)**2)+0.0058)))+0.8218)	
10	0.38099772	0.19495516	0.13035788	0.04075641	(2.3591*(((-0.0369*(0)+-0.1023*(0)+-0.0559*(0)+0.0172*(0)+0.0079*(0)+0.1127*(0)+-0.0196*(0)+-0.1356*(0)+-0.0506*(0)+0.0924*(0)+-0.0862*(0)+0.0630*(0)+0.0591*(0)+-0.1328*(0)+0.1730*(0)+0.1395*(0)+-0.0183*(0)+0.0825*(0)+0.2164*(0)+-0.0260*(0)+-0.0267*(0)+-0.1959))+((0.0250*((x0)**2)+0.2051*((x1)**2)+0.2032*((x2)**2)+0.1985*((x3)**2)+0.1981*((x4)**2)+0.2107*((x5)**2)+0.2161*((x6)**2)+0.2080*((x7)**2)+0.1953*((x8)**2)+0.2003*((x9)**2)+0.2122*((x10)**2)+0.2150*((x11)**2)+0.1954*((x12)**2)+0.2035*((x13)**2)+0.2055*((x14)**2)+0.2025*((x15)**2)+0.1921*((x16)**2)+0.1988*((x17)**2)+0.1970*((x18)**2)+0.2123*((x19)**2)+0.2148*((x20)**2)+0.0058)))+0.8218)	
